name,type,status,street,locality,town,county,postcode,website,phone,head_title,head_first_name,head_last_name,head_job_title,religion,gender,phase,opened_date,constituency,urn,email,has_pupil_premium,has_financial_reports,ofsted_rating,has_send,governors
Southam Primary School,Academy converter,Open,St James Road,,Southam,Warwickshire,CV47 0QB,www.southamprimary.com/,1926812520.0,,Emma,Longworth,Headteacher,Does not apply,Mixed,Primary,01/03/2018,Kenilworth and Southam,143906,southamprimary@stowevalley.com,True,False,,True,
St Gabriel's CofE Academy,Free schools,Open,Houlton Way,Houlton,Rugby,Warwickshire,CV23 1AN,www.stgabrielshoulton.org.uk,1788222405.0,Mr,Andrew,Taylor,,Church of England,Mixed,Primary,03/09/2018,Rugby,144071,office@stgabrielscofeacademy.org,True,False,,True,
"St Margaret's Church of England Primary School, Stoke Golding",Academy converter,Open,High Street,Stoke Golding,Nuneaton,Warwickshire,CV13 6HE,https://st-margarets-coe-primary-school.secure-primarysite.net/,1455212393.0,Mr,Adam,Watson,Headteacher,Church of England,Mixed,Primary,01/07/2017,Hinckley and Bosworth,144112,,False,False,,False,
Bishops Itchington Primary School,Academy converter,Open,Ladbroke Road,Bishops Itchington,Southam,Warwickshire,CV47 2RN,http://www.bishopsitchington.com/,1926612297.0,Mrs,Jacky,Sykes,Headteacher,Does not apply,Mixed,Primary,01/07/2018,Kenilworth and Southam,144242,bishopsitchington@stowevalley.com,True,False,,True,
Venture Academy,Academy special sponsor led,Open,Stratford Road,,Henley-in-Arden,Warwickshire,B95 6AD,https://www.ventureacademy.org.uk/,1564792514.0,Mr,James,Bowater,,Does not apply,Mixed,Not applicable,01/05/2018,Stratford-on-Avon,144633,admin.venture@macintyreacademies.org,False,False,,True,
Heathcote Primary School,Free schools,Open,Vickers Way,Heathcote,Warwick,Warwickshire,CV34 7AP,www.heathcoteprimaryschool.co.uk,1926290330.0,Mrs,Stephanie,Rowett,,,Mixed,Primary,01/09/2017,Warwick and Leamington,144648,admin2056@welearn365.com,True,False,Good,True,
Quest Academy,Free schools special,Open,Anderson Avenue,,Rugby,Warwickshire,CV22 5PE,www.thequestacademy.org,1788593112.0,Ms,Laura,Thackaberry,,,Mixed,Not applicable,01/09/2017,Rugby,144764,quest.office@macintyreacademies.org,True,False,,False,
King Edward VI College,Academy 16-19 converter,Open,King Edward Road,,Nuneaton,Warwickshire,CV11 4BE,www.ke6n.ac.uk,2476328231.0,Mr,Stuart,Noss,,Does not apply,Mixed,16 plus,01/01/2019,Nuneaton,145174,enquiries@ke6n.ac.uk,False,False,,False,
Brooke School,Academy special converter,Open,Overslade Lane,,Rugby,Warwickshire,CV22 6DY,http://www.brookeschool.co.uk,1788812324.0,Mr,Greg,Williams,Headteacher,Does not apply,Mixed,Not applicable,01/12/2017,Rugby,145200,example@gmail.com,True,False,,False,
Burton Green Church of England Academy,Academy converter,Open,Hob Lane,Burton Green,Leek Wootton,Warwickshire,CV8 1QB,www.burtongreen.covmat.org,2476464130.0,Mr,Chris,Errington,Headteacher,Church of England,Mixed,Primary,01/03/2018,Kenilworth and Southam,145391,Bgp.Office@Greenleek.covmat.org,True,True,,True,"Miss Stella Villiers, Mrs Nik Wright, Mr Andy Moseley"
All Saints Church of England Academy,Academy converter,Open,Warwick Road,Leek Wootton,Warwick,Warwickshire,CV35 7QR,http://www.allsaints-leekwootton.covmat.org,1926400498.0,Mrs,Helen,Rose,Headteacher,Church of England,Mixed,Primary,01/03/2018,Kenilworth and Southam,145392,asl.office@greenleek.covmat.org,True,True,,True,"Mrs Maureen Greyson, Mrs Maureen Greyson, Mrs Maureen Greyson"
Rokeby Primary School,Academy converter,Open,Anderson Avenue,,Rugby,Warwickshire,CV22 5PE,http://www.rokebyprimaryschool.co.uk/,1788814399.0,Mrs,Victoria,Allan,Acting Headteacher,Does not apply,Mixed,Primary,01/01/2019,Rugby,145393,rokebyprimary@stowevalley.com,True,True,,True,
Welcombe Hills School,Academy special converter,Open,Blue Cap Road,,Stratford-upon-Avon,Warwickshire,CV37 6TQ,https://www.welcombe-hills.co.uk/,1789266845.0,Ms,Vikki,King,Headteacher,Does not apply,Mixed,Not applicable,01/05/2018,Stratford-on-Avon,145486,,False,False,,False,
Bilton School,Academy sponsor led,Open,Lawford Lane,,Rugby,Warwickshire,CV22 7JT,https://www.biltonschool.co.uk/,1788840600.0,Miss,Jayne,Delves,,,Mixed,Secondary,01/04/2017,Rugby,145575,biltonschool@stowevalley.com,True,False,,True,
Coughton CofE Primary School,Academy converter,Open,Coughton Lane,Coughton,Alcester,Warwickshire,B49 5HN,http://www.coughtonschool.org,1789762444.0,Mr,Alex,Kolb,Headteacher,Church of England,Mixed,Primary,01/04/2018,Stratford-on-Avon,145711,admin3021@welearn365.com,True,True,,True,
Temple Grafton CofE Primary School,Academy converter,Open,Temple Grafton,Church Bank,Alcester,Warwickshire,B49 6NU,www.tgschool.co.uk/,1789772384.0,Mrs,Tara,Yorke,Headteacher,Church of England,Mixed,Primary,01/04/2018,Stratford-on-Avon,145712,,True,False,,True,
Long Itchington CofE Academy,Academy converter,Open,Stockton Road,Long Itchington,Southam,Warwickshire,CV47 9QP,www.longitchington.covmat.org,1926814819.0,,Rebecca,Richards,Headteacher,Church of England,Mixed,Primary,01/10/2018,Kenilworth and Southam,146149,school.office@longitchington.covmat.org,True,True,Good,True,"Mrs Alice Moss, Miss Megan Russell, Miss Jennie Hopkins"
Southam St James CofE Academy,Academy converter,Open,Tollgate Road,,Southam,Warwickshire,CV47 1EE,www.southamstjames.covmat.org,1926812127.0,,Laura,Richards,Executive Headteacher,Church of England,Mixed,Primary,01/10/2018,Kenilworth and Southam,146151,school.office@southamstjames.covmat.org,True,True,,True,"Miss Laura Richards, Mrs Neerun Hothi, Mrs Neerun Hothi"
Keresley Newland Primary Academy,Academy sponsor led,Open,Grove Lane,Keresley End,Coventry,Warwickshire,CV7 8JZ,www.knpa.co.uk,2476332434.0,Mrs,Nicola,Penlington,,,Mixed,Primary,01/12/2018,North Warwickshire and Bedworth,146199,,True,False,Good,True,
Temple Herdewyke Primary School,Academy converter,Open,Falkland Place,Temple Herdewyke,Southam,Warwickshire,CV47 2UD,www.templeherdewykeprimary.co.uk/,1926641316.0,Mr,David,Hibbert,Headteacher,Does not apply,Mixed,Primary,01/02/2019,Kenilworth and Southam,146691,templeherdewyke@stowevalley.com,True,False,,True,
Lower Farm Academy,Free schools,Open,Milking Lane,,Nuneaton,Warwickshire,CV10 0FG,http://lowerfarmacademy.org/,2475267760.0,Mr,Andrew,How,,,Mixed,Primary,02/09/2019,Nuneaton,147078,,True,False,,True,
Stockingford Academy,Academy sponsor led,Open,Cross Street,,Nuneaton,Warwickshire,CV10 8JH,,2476382277.0,Mrs,Gillian,Bowser,,Does not apply,Mixed,Primary,01/09/2019,Nuneaton,147164,,,,,False,
Kineton High School,Academy converter,Open,Banbury Road,Kineton,Warwick,Warwickshire,CV35 0JX,http://www.kinetonhighschool.org.uk,1926640465.0,Ms,Helen,Bridge,Headteacher,Does not apply,Mixed,Secondary,01/09/2019,Kenilworth and Southam,147432,,True,False,,True,
Lillington Primary School,Academy sponsor led,Open,Cubbington Road,Lillington,Leamington Spa,Warwickshire,CV32 7AG,http://www.lillingtonprimary.com,1926425114.0,Miss,Amie,Norcliffe,,Does not apply,Mixed,Primary,01/01/2021,Warwick and Leamington,147642,,False,False,,True,
St Edward's Catholic Primary School,Academy converter,Open,Packington Lane,Coleshill,Birmingham,Warwickshire,B46 3JE,www.stedwardsrcprimary.co.uk,1675463249.0,Mrs,Louise,Flanagan,Headteacher,Roman Catholic,Mixed,Primary,01/04/2021,North Warwickshire and Bedworth,148125,,False,False,Good,True,
All Saints Bedworth CofE Academy,Academy converter,Open,The Priors,Off Mitchell Road,Bedworth,Warwickshire,CV12 9HP,https://www.allsaintsbedworth.covmat.org/,2476313387.0,Mrs,Kerry,O'Grady,Headteacher,Church of England,Mixed,Primary,01/02/2021,North Warwickshire and Bedworth,148319,school.office@allsaintsbedworth.covmat.org,True,True,,True,
Trinity Catholic School,Academy converter,Open,Guy's Cliffe Avenue,,Leamington Spa,Warwickshire,CV32 6NB,http://www.trinity-school.org.uk/,1926428416.0,Ms,Samirah,Roberts,Principal,Roman Catholic,Mixed,Secondary,01/01/2021,Warwick and Leamington,148362,safeguarding@tcs.magnificat.org.uk,False,False,Good,True,
Studley Infants' School,Academy converter,Open,High Street,,Studley,Warwickshire,B80 7HJ,www.studleyinfants.co.uk/,1527852491.0,,Beccy,Merritt,Headteacher,Does not apply,Mixed,Primary,01/04/2021,Stratford-on-Avon,148511,,True,True,,True,
Tysoe CofE Primary School,Academy converter,Open,School Lane,Tysoe,Warwick,Warwickshire,CV35 0SD,www.tysoe.warwickshire.sch.uk/,1295680244.0,Ms,Paige,Allister,Executive Headteacher,Church of England,Mixed,Primary,01/04/2021,Kenilworth and Southam,148512,,False,False,,False,
Wellesbourne CofE Primary School,Academy converter,Open,Mountford Close,Wellesbourne,Warwick,Warwickshire,CV35 9QG,http://www.wellesbourneceprimary.co.uk,1789840311.0,Mr,Tim,Hewitt,Headteacher,Church of England,Mixed,Primary,01/04/2021,Kenilworth and Southam,148513,,False,False,,False,
The Ferncumbe CofE Primary School,Academy converter,Open,The Green,Hatton,Warwick,Warwickshire,CV35 7EX,https://www.ferncumbefamily.co.uk/,1926484318.0,Miss,Sally,Morris,Headteacher,Church of England,Mixed,Primary,01/04/2021,Kenilworth and Southam,148515,user@domain.com,True,True,Outstanding,True,
Brailes Church of England Primary School,Academy converter,Open,Lower Brailes,,Banbury,Warwickshire,OX15 5AP,www.brailescofeprimary.org.uk,1608685253.0,Mrs,Heather,Childs,Headteacher,Church of England,Mixed,Primary,01/08/2021,Stratford-on-Avon,148676,admin3014@welearn365.com,True,False,,True,
Moreton Morrell CofE Primary School,Academy converter,Open,Moreton Morrell,,Warwick,Warwickshire,CV35 9AN,www.moretonmorrell.warwickshire.sch.uk/,1926651355.0,Mrs,Sarah,Eadon,Headteacher,Church of England,Mixed,Primary,01/03/2023,Kenilworth and Southam,148955,,False,False,,False,
Camp Hill Primary School,Academy converter,Open,Holly Stitches Road,,Nuneaton,Warwickshire,CV10 9QA,www.camphillprimary.co.uk/,2476383230.0,Miss,Rachel,Whittingham,Headteacher,Does not apply,Mixed,Primary,01/03/2022,Nuneaton,148956,admin2640@welearn365.com,False,False,,True,
Kineton Church of England Primary School,Academy converter,Open,King John's Road,Kineton,Warwick,Warwickshire,CV35 0HS,http://www.kinetonprimaryschool.org.uk,1926640397.0,Mrs,Margaret,Pollard,Headteacher,Church of England,Mixed,Primary,01/07/2022,Kenilworth and Southam,149167,,False,False,,True,
Dove Bank Primary School,Academy converter,Open,Bagworth Road,Nailstone,Nuneaton,Warwickshire,CV13 0QJ,www.dovebankprimary.co.uk/,1530262371.0,Mrs,Andrea,Fletcher,Headteacher,Does not apply,Mixed,Primary,01/09/2022,Hinckley and Bosworth,149270,office@dovebank.org.uk,True,False,,True,
Harbury CofE Primary School,Academy converter,Open,Mill Street,Harbury,Leamington Spa,Warwickshire,CV33 9HR,http://www.harburyschool.com/,1926612656.0,Mrs,Lucy,Bosley,Headteacher,Church of England,Mixed,Primary,01/09/2022,Kenilworth and Southam,149291,,False,False,,False,
English Martyrs Catholic Primary School,Academy converter,Open,High Street,Hillmorton,Rugby,Warwickshire,CV21 4EE,www.emc.magnificat.org.uk,1788543423.0,Mrs,Charlotte,Miller,Headteacher,Roman Catholic,Mixed,Primary,01/09/2022,Rugby,149303,office@emc.magnificat.org.uk,False,False,,True,
Newbold and Tredington CofE Primary School,Academy converter,Open,Manor Farm Road,Tredington,Shipston-on-Stour,Warwickshire,CV36 4NZ,www.newboldtredington.warwickshire.sch.uk/,1608661568.0,Mrs,Samantha,Welsby,Headteacher,Church of England,Mixed,Primary,01/11/2022,Stratford-on-Avon,149306,,False,False,Good,False,
Our Lady and St Teresa's Catholic Primary School,Academy converter,Open,Windmill Hill,Cubbington,Leamington Spa,Warwickshire,CV32 7LN,http://www.ourladyandstteresasprimaryschool.com,1926424420.0,Mr,Matthew,Pettle,Headteacher,Roman Catholic,Mixed,Primary,01/09/2022,Kenilworth and Southam,149308,,False,False,,False,
St Augustine's Catholic Primary School,Academy converter,Open,Hollis Lane,,Kenilworth,Warwickshire,CV8 2JY,https://www.aug.magnificat.org.uk/,1926852943.0,Mrs,Helen,Williams,Headteacher,Roman Catholic,Mixed,Primary,01/09/2022,Kenilworth and Southam,149310,office@aug.magnificat.org.uk,False,False,,True,
St Marie's Catholic Primary School,Academy converter,Open,Merttens Drive,,Rugby,Warwickshire,CV22 7AF,www.st-maries.com/,1788543636.0,Mr,Kieran,Johnston,,Roman Catholic,Mixed,Primary,01/09/2022,Rugby,149315,,False,False,,True,
St Mary's Catholic Primary School,Academy converter,Open,Pool Road,,Studley,Warwickshire,B80 7QU,http://www.stmarysrcstudley.co.uk/,1527852140.0,Mrs,Heather,Cowell,Headteacher,Roman Catholic,Mixed,Primary,01/09/2022,Stratford-on-Avon,149316,,False,False,,False,
Ryton-On-Dunsmore Provost Williams Church of England Academy,Academy converter,Open,Sodens Avenue,Ryton-on-Dunsmore,Coventry,Warwickshire,CV8 3FF,www.provostwilliams.warwickshire.sch.uk,2476302166.0,Ms,Sherrise,Cullen,Headteacher,Church of England,Mixed,Primary,01/09/2023,Kenilworth and Southam,149518,,False,False,,False,
Oakley School,Free schools,Open,"Quercus Way, Oakley Wood Road",,Bishops Tachbrook,Warwickshire,CV33 9QE,https://oakley-school.com/,1926290646.0,Mrs,Sarah,Kaye,,,Mixed,All-through,01/09/2023,Warwick and Leamington,149717,oakleyschool@stowevalley.com,True,False,Good,False,
Dunchurch Boughton Church of England Junior Academy,Academy converter,Open,Dew Close,Dunchurch,Rugby,Warwickshire,CV22 6NE,https://www.dunchurchjunior.covmat.org/,1788811028.0,Headteacher,Lynn,Lee,Interim Headteacher,Church of England,Mixed,Primary,01/09/2023,Kenilworth and Southam,149772,office.juniors@dunchurch.covmat.org,True,True,,True,
Dunchurch Boughton Church of England Infant Academy and Nursery,Academy converter,Open,School Street,Dunchurch,Rugby,Warwickshire,CV22 6PA,www.dunchurchinfantschoolandnursery.co.uk/,1788810292.0,,Suzanne,Marson,Headteacher,Church of England,Mixed,Primary,01/09/2023,Kenilworth and Southam,149773,,False,False,,False,
The Griffin Primary School,Free schools,Open,Lower Lodge Avenue,,Rugby,Warwickshire,CV21 1NU,https://www.thegriffinprimary.uk/,1788249115.0,Mrs,Alison,Hine,,,Mixed,Primary,01/09/2023,Rugby,149781,,False,False,,True,
Telford Junior School,Academy converter,Open,Telford Avenue,Lillington,Leamington Spa,Warwickshire,CV32 7HP,www.telfordjuniorschool.com/,1926424664.0,Mr,Richard,Siviter,Headteacher,Does not apply,Mixed,Primary,01/09/2023,Warwick and Leamington,149995,admin@telfordjunior.co.uk,True,False,,True,
Arley Primary Academy,Academy converter,Open,Gun Hill,New Arley,Coventry,Warwickshire,CV7 8HB,www.arleyprimaryschool.co.uk,1676233105.0,Mrs,Kate,Parkes,,Does not apply,Mixed,Primary,01/01/2024,Nuneaton,150353,,False,False,,False,
Hartshill Academy,Academy converter,Open,Church Road,,Nuneaton,Warwickshire,CV10 0NA,https://www.hartshillacademy.org.uk/,2476392237.0,Miss,Lorraine,Taylor,,,Mixed,Secondary,01/12/2023,Nuneaton,150453,,False,False,,False,
Nuneaton Academy,Academy sponsor led,Open,Radnor Drive,,Nuneaton,Warwickshire,CV10 7PD,www.nuneatonacademy.org.uk,2476341134.0,Mr,Mark,Dalton,,,Mixed,Secondary,01/12/2023,Nuneaton,150454,,False,False,,False,
Wilmcote C of E Primary School,Academy sponsor led,Open,Church Road,Wilmcote,Stratford-upon-Avon,Warwickshire,CV37 9XD,www.wilmcoteprimary.org.uk,1789204395.0,Mrs,Anita,Twyman,,Church of England,Mixed,Primary,01/09/2024,Stratford-on-Avon,150651,admin2073@welearn365.com,True,False,Good,True,
Myton Gardens,Free schools,Open,Fusiliers Way,,Warwick,Warwickshire,CV34 8DU,https://mytongardensprimary.com/#about,1926290646.0,,TBC,TBC,,,Mixed,Primary,01/09/2024,Warwick and Leamington,150777,mytongardens@stowevalley.com,True,False,,True,
St Nicholas CofE Primary School,Academy converter,Open,Priory Road,,Kenilworth,Warwickshire,CV8 2PE,www.st-nicholas-primary.org.uk/,1926853257.0,Mrs,Amy,Mitro,Headteacher,Church of England,Mixed,Primary,01/09/2024,Kenilworth and Southam,151107,admin3146@welearn365.com,True,False,,True,Dr Michael Sleath
"St Mary's Catholic Primary School, Southam",Academy converter,Open,Daventry Road,,Southam,Warwickshire,CV47 1PS,https://stmaryssoutham.org.uk/,1926812512.0,Mrs,Rachel,Chadbourne,Headteacher,Roman Catholic,Mixed,Primary,01/12/2024,Kenilworth and Southam,151228,office@mso.magnificat.org.uk,False,False,,True,
St Patrick's Catholic Primary School,Academy converter,Open,Cashmore Avenue,,Leamington Spa,Warwickshire,CV31 3EU,www.stpatricks-lspa.com,1926425958.0,Ms,Yvonne,Clarke,Headteacher,Roman Catholic,Mixed,Primary,01/03/2025,Warwick and Leamington,151229,office@spa.magnificat.org.uk,False,False,Good,True,
