name,type,status,street,locality,town,county,postcode,website,phone,head_title,head_first_name,head_last_name,head_job_title,religion,gender,phase,opened_date,constituency,urn
Brocks Hill Primary School,Academy converter,Open,Howdon Road,Oadby,Leicester,Leicestershire,LE2 5WP,https://www.brockshill.org.uk,1162714885.0,Mrs,Sally,Wicken,Headteacher,Does not apply,Mixed,Primary,01/06/2013,"Harborough, Oadby and Wigston",139739
Frisby Church of England Primary School,Academy converter,Open,Hall Orchard Lane,Frisby-on-the-Wreake,Melton Mowbray,Leicestershire,LE14 2NH,www.frisbyprimary.co.uk,1664434429.0,Mrs,Charmaine,Ainge,Headteacher,Church of England,Mixed,Primary,01/06/2013,Melton and Syston,139744
Launde Primary School,Academy converter,Open,New Street,Oadby,Leicestershire,Leicestershire,LE2 4LJ,www.launde.leics.sch.uk/,1162712261.0,Mrs,Shelley,Meer,Headteacher,Does not apply,Mixed,Primary,01/06/2013,"Harborough, Oadby and Wigston",139751
Thringstone Primary School,Academy converter,Open,Hensons Lane,Thringstone,Coalville,Leicestershire,LE67 8LJ,http://www.thringstone.leics.sch.uk,1530222489.0,Mr,David,Chapple,Headteacher,Does not apply,Mixed,Primary,01/06/2013,North West Leicestershire,139767
Captains Close Primary School,Academy converter,Open,Saxelby Road,Asfordby,Melton Mowbray,Leicestershire,LE14 3TU,http://www.captains-close.leics.sch.uk,1664812630.0,Mrs,Natalie,Willcock,Headteacher,Does not apply,Mixed,Primary,01/07/2013,Melton and Syston,139845
Gilmorton Chandler Church of England Primary School,Academy converter,Open,Church Lane,Gilmorton,Lutterworth,Leicestershire,LE17 5LU,http://www.gilmortonchandler.leics.sch.uk,1455552343.0,Mr,Adam,Watson,,Church of England,Mixed,Primary,01/07/2013,South Leicestershire,139854
Glenmere Community Primary School,Academy converter,Open,Estoril Avenue,,Wigston,Leicestershire,LE18 3RD,http://www.glenmere.leics.sch.uk,1162882228.0,Mrs,Samantha,Conlon,Headteacher,Does not apply,Mixed,Primary,01/07/2013,"Harborough, Oadby and Wigston",139855
Langmoor Primary School Oadby,Academy converter,Open,Kenilworth Drive,Oadby,Leicester,Leicestershire,LE2 5HS,www.langmoor.leics.sch.uk,1162712776.0,Mrs,Helen,Bonser,Headteacher,Does not apply,Mixed,Primary,01/07/2013,"Harborough, Oadby and Wigston",139859
Lubenham All Saints Church of England Primary School,Academy converter,Open,School Lane,Lubenham,Market Harborough,Leicestershire,LE16 9TW,www.lubenham.leics.sch.uk,1858462319.0,Mrs,Heather,White,Headteacher,Church of England,Mixed,Primary,01/07/2013,"Harborough, Oadby and Wigston",139864
Rothley Church of England Primary School,Academy converter,Open,Burrow Drive,Rothley,Leicester,Leicestershire,LE7 7RZ,www.rothley.leics.sch.uk,1162302106.0,Mrs,Kate,Barrs,Headteacher,Church of England,Mixed,Primary,01/07/2013,Mid Leicestershire,139874
Humberstone Junior School,Academy converter,Open,Main Street,Humberstone,Leicester,Leicestershire,LE5 1AE,www.humberstonejunioracademy.co.uk/,1162767248.0,,Annemarie,Williams,Headteacher,Does not apply,Mixed,Primary,01/08/2013,Leicester East,139983
Wilbarston Church of England Primary School,Academy converter,Open,School Lane,Wilbarston,Market Harborough,Leicestershire,LE16 8QN,www.wilbarston.northants.sch.uk/,1536771252.0,,Maria,Hawkes,Headteacher,Church of England,Mixed,Primary,01/09/2013,Kettering,140094
Old Dalby Church of England Primary School,Academy converter,Open,Longcliff Hill,Old Dalby,Melton Mowbray,Leicestershire,LE14 3JY,www.olddalbyschool.org.uk,1664822455.0,Mrs,Rosemary,Browne,Headteacher,Church of England,Mixed,Primary,01/09/2013,Melton and Syston,140095
Sileby Redlands Community Primary School,Academy converter,Open,King Street,Sileby,Loughborough,Leicestershire,LE12 7LZ,http://www.redlands.org.uk,1509812376.0,Mrs,Michelle,Tobin,Executive Headteacher,Does not apply,Mixed,Primary,01/09/2013,Melton and Syston,140101
Hastings High School,Academy converter,Open,St Catherine's Close,Burbage,Hinckley,Leicestershire,LE10 2QE,http://www.hastings.leics.sch.uk,1455239414.0,Co Headteacher,Stephen Shipman and,Claire Bradley,Headteacher,Does not apply,Mixed,Secondary,01/09/2013,Hinckley and Bosworth,140103
Barrow Hall Orchard Church of England Primary School,Academy converter,Open,Church Street,Barrow-upon-Soar,Loughborough,Leicestershire,LE12 8HP,www.hall-orchard.leics.sch.uk,1509412188.0,Mr,Steve,Dunn,Headteacher,Church of England,Mixed,Primary,01/10/2013,Loughborough,140230
Stanton Under Bardon Community Primary School,Academy converter,Open,Main Street,Stanton-under-Bardon,Markfield,Leicestershire,LE67 9TQ,http://www.stanton-u-b.leics.sch.uk/,1530242377.0,Mrs,Diane,Parry,Headteacher,Does not apply,Mixed,Primary,01/10/2013,Mid Leicestershire,140251
Thornton Primary School,Academy converter,Open,Main Street,Thornton,Coalville,Leicestershire,LE67 1AH,www.thornton.leics.sch.uk,1530230250.0,Mrs,Sarah,Acton,Headteacher,Does not apply,Mixed,Primary,01/10/2013,Mid Leicestershire,140253
Kirby Muxloe Primary School,Academy converter,Open,Barwell Road,Kirby Muxloe,Leicester,Leicestershire,LE9 2AA,https://www.kmprimary.org,1162393410.0,Mr,Elliot,Howles,Headteacher,Does not apply,Mixed,Primary,01/11/2013,Mid Leicestershire,140315
Enderby Danemill Primary School,Academy converter,Open,Mill Lane,Enderby,Leicester,Leicestershire,LE19 4LH,www.danemill.com,1162862674.0,Mrs,Laura,Hackett,Headteacher,Does not apply,Mixed,Primary,01/11/2013,South Leicestershire,140316
Robert Bakewell Primary School,Academy converter,Open,Barsby Drive,,Loughborough,Leicestershire,LE11 5UJ,www.robertbakewellprimary.com,1509231646.0,Mr,Jon,Bishop,Headteacher,Does not apply,Mixed,Primary,01/12/2013,Loughborough,140476
Glenfield Primary School,Academy sponsor led,Open,Stamford Street,Glenfield,Leicester,Leicestershire,LE3 8DL,www.glenfield.leics.sch.uk/,,,Kathy,Martin,,Does not apply,Mixed,Primary,01/07/2014,Mid Leicestershire,140608
Ab Kettleby Primary School,Academy converter,Open,Wartnaby Road,Ab Kettleby,Melton Mowbray,Leicestershire,LE14 3JJ,www.abkettleby.org,1664504870.0,Mrs,Andrea,Brown,Head Teacher,Does not apply,Mixed,Primary,01/04/2014,Melton and Syston,140696
Brownlow Primary School,Academy converter,Open,Limes Avenue,,Melton Mowbray,Leicestershire,LE13 1QL,www.brownlowprimary.org,1664562315.0,Mrs,Vicky,Sellars,Headteacher,Does not apply,Mixed,Primary,01/04/2014,Melton and Syston,140702
Highcliffe Primary School and Community Centre,Academy converter,Open,Greengate Lane,Birstall,Leicester,Leicestershire,LE4 3DL,www.highcliffeacademy.org.uk,1162967600.0,Ms,Jennifer,Piper-Gale,Head of School,Does not apply,Mixed,Primary,01/04/2014,Mid Leicestershire,140725
Riverside Community Primary School Birstall,Academy converter,Open,"Riverside Community Primary School Birstall, Wanlip Lane",Birstall,Leicester,Leicestershire,LE4 4JU,http://www.riversideacademy.org.uk,1162107373.0,Ms,Chelsea,Williams,Executive Headteacher,Does not apply,Mixed,Primary,01/04/2014,Mid Leicestershire,140746
Somerby Primary School,Academy converter,Open,High Street,Somerby,Melton Mowbray,Leicestershire,LE14 2PZ,www.somerby.org.uk,1664504888.0,Mrs,Andrea,Brown,Headteacher,Does not apply,Mixed,Primary,01/04/2014,Melton and Syston,140754
The Cedars Academy,Academy converter,Open,Wanlip Lane,Birstall,Leicester,Leicestershire,LE4 4GH,www.TheCedarsAcademy.org.uk,1162677107.0,Mrs,Laura,Sanchez,Headteacher,,Mixed,Secondary,01/04/2014,Mid Leicestershire,140787
Woolden Hill Primary School,Academy sponsor led,Open,Netherfield Road,Anstey,Leicester,Leicestershire,LE7 7ES,www.wooldenhillprimary.org.uk/,1162362154.0,Mrs,Candi,Norman,Headteacher,Does not apply,Mixed,Primary,01/06/2014,Mid Leicestershire,140851
St Peter's Church of England Primary School Wymondham,Academy converter,Open,Glebe Lane,Wymondham,Melton Mowbray,Leicestershire,LE14 2AF,www.wymondhamprimary.org/,1572787658.0,Mrs,Amanda,Scott,Headteacher,Church of England,Mixed,Primary,01/06/2014,Melton and Syston,140909
Loughborough Church of England Primary School,Academy converter,Open,William Street,,Loughborough,Leicestershire,LE11 3BY,www.loughborough-primary.co.uk,1509263430.0,Mrs,Nicola,Ferey,Headteacher,Church of England,Mixed,Primary,01/06/2014,Loughborough,140911
Tugby Church of England Primary School,Academy converter,Open,Main Street,Tugby,Leicester,Leicestershire,LE7 9WD,http://www.tugby.leics.sch.uk/,1162598248.0,Ms,Anna,Dyson,Headteacher,Church of England,Mixed,Primary,01/10/2014,Rutland and Stamford,140912
Waltham on the Wolds Church of England Primary School,Academy converter,Open,Melton Road,Waltham-on-the-Wolds,Melton Mowbray,Leicestershire,LE14 4AJ,http://www.waltham.leics.sch.uk/,1664464269.0,Mr,Neil,Bardsley,Head Teacher,Church of England,Mixed,Primary,01/10/2014,Melton and Syston,140913
Falcons Primary School,Free schools,Open,George Hine House,Gipsy Lane,Leicester,Leicestershire,LE5 0TA,www.falconsprimary.org,1164510050.0,Mrs,Jasbir,Mann,,Sikh,Mixed,Primary,27/10/2014,Leicester East,141011
Mowmacre Hill Primary School,Academy sponsor led,Open,Tedworth Green,,Leicester,Leicestershire,LE4 2NG,www.mowmacrehill.org.uk/,1162356350.0,Mr,Isaac,Howarth,,Does not apply,Mixed,Primary,01/09/2014,Leicester West,141137
Market Harborough Church of England Academy,Academy converter,Open,Fairfield Road,,Market Harborough,Leicestershire,LE16 9QH,http://www.marketharboroughcofe.co.uk,1858464112.0,Co Headteacher,Emmaline,Tayler,Headteacher,Church of England,Mixed,Primary,01/08/2014,"Harborough, Oadby and Wigston",141151
North Mead Primary Academy,Academy sponsor led,Open,Northfield Road,,Leicester,Leicestershire,LE4 9DL,www.north-tmet.uk,1162767761.0,Mr,Ben,Burpitt,,Does not apply,Mixed,Primary,01/11/2015,Leicester East,141221
Christ Church & Saint Peter's Cofe Primary School,Academy sponsor led,Open,8 Rothley Road,Mountsorrel,Loughborough,Leicestershire,LE12 7JU,www.mountsorrelschool.org.uk,1162302800.0,Mrs,Clare,Clay,Headteacher,Church of England,Mixed,Primary,01/12/2014,Mid Leicestershire,141222
Bringhurst Primary School,Academy converter,Open,Great Easton Road,Bringhurst,Market Harborough,Leicestershire,LE16 8RH,http://www.bringhurstprimary.co.uk,1536605146.0,Mrs,Amelia,Holdcroft,Headteacher,Does not apply,Mixed,Primary,01/09/2014,Rutland and Stamford,141279
The Grove Primary School,Academy converter,Open,Asfordby Road,,Melton Mowbray,Leicestershire,LE13 0HN,www.meltongrove.org,1664562554.0,Mrs,Hayley,Cheeseman,Headteacher,Does not apply,Mixed,Primary,01/10/2014,Melton and Syston,141469
Townlands Church of England Primary School,Academy converter,Open,Meadow Court Road,Earl Shilton,Leicester,Leicestershire,LE9 7FF,www.townlandsprimary.org/,1455843859.0,Mrs,Sarah-Louise Martinson &  Anne Hawksley,Co Headteachers,Headteacher,Church of England,Mixed,Primary,01/01/2015,Hinckley and Bosworth,141630
Charnwood College,Academy sponsor led,Open,Thorpe Hill,,Loughborough,Leicestershire,LE11 4SQ,http://www.charnwoodcollege.org/,1509554400.0,Mr,Alastair,O'Connor,Principal,Does not apply,Mixed,Secondary,01/04/2015,Loughborough,141874
Greystoke Primary School,Academy converter,Open,Thornton Drive,Narborough,Leicester,Leicestershire,LE19 2GX,www.greystoke.leics.sch.uk,1162862286.0,Mrs,Sharon,Richardson,Headteacher,Does not apply,Mixed,Primary,01/04/2015,South Leicestershire,141903
Rushey Mead Academy,Academy converter,Open,Melton Road,,Leicester,Leicestershire,LE4 7AN,www.rushey-tmet.uk,1162663730.0,Ms,Victoria,Barwell,Principal,Does not apply,Mixed,Secondary,01/11/2015,Leicester East,141916
Little Hill Primary,Academy converter,Open,Launceston Road,,Wigston,Leicestershire,LE18 2GZ,http://www.littlehill.leics.sch.uk/,1162811963.0,Mr,Sam,Williams,Acting Headteacher,Does not apply,Mixed,Primary,01/09/2015,"Harborough, Oadby and Wigston",142261
Fossebrook Primary School,Academy sponsor led,Open,Holmfield Avenue West,Leicester Forest East,Leicester,Leicestershire,LE3 3FF,www.fossebrook.org.uk,1163087966.0,Mrs,Nicky,Ball,Head Teacher,Does not apply,Mixed,Primary,01/09/2016,Mid Leicestershire,142410
Humberstone Infant Academy,Academy sponsor led,Open,Main Street,Humberstone,Leicester,Leicestershire,LE5 1AE,,1162767648.0,,Annemarie,Williams,,Does not apply,Mixed,Primary,01/04/2016,Leicester East,142631
Cottingham Church of England Primary School,Academy converter,Open,Berryfield Road,(Near Corby),Market Harborough,Leicestershire,LE16 8XB,www.cottinghamprimary.co.uk/,1536771391.0,Mr,Ashley,Scott,Headteacher,Church of England,Mixed,Primary,01/03/2016,Kettering,142661
Wigston Menphys Nursery School,Local authority nursery school,Open,Launceston Road,,Wigston,Leicestershire,LE18 2FR,http://www.menphyscentre.leics.sch.uk,1162889977.0,Miss,Laura,Jeffs,,Does not apply,Mixed,Nursery,01/11/2016,"Harborough, Oadby and Wigston",142677
"Sketchley Hill Menphys Nursery School, Burbage",Local authority nursery school,Open,Sketchley Road,Burbage,Hinckley,Leicestershire,LE10 2DY,www.menphysnursery.co.uk,1455890684.0,Miss,Laura,Jeffs,,Does not apply,Mixed,Nursery,01/11/2016,Hinckley and Bosworth,142678
"Saint Peter's Catholic Primary School, A Voluntary Academy",Academy converter,Open,London Road,,Hinckley,Leicestershire,LE10 1HJ,www.stpetershinckley.net,1455634087.0,,Luisa,Rinaldi-Oxley,Headteacher,Roman Catholic,Mixed,Primary,01/04/2016,Hinckley and Bosworth,142724
Uplands Junior L.E.A.D. Academy,Academy sponsor led,Open,Melbourne Road,Highfields,Leicester,Leicestershire,LE2 0DR,,1162538407.0,,Lucy,Carlisle,,Does not apply,Mixed,Primary,01/06/2016,Leicester South,142787
Knighton Mead Primary Academy,Academy converter,Open,Knighton Fields Road West,,Leicester,Leicestershire,LE2 6LG,www.knighton-tmet.uk,1162330666.0,Miss,Rebecca,Smith,Principal,Does not apply,Mixed,Primary,01/06/2016,Leicester South,142848
Willowbrook Mead Primary Academy,Academy converter,Open,Roborough Green,Thurnby Lodge,Leicester,Leicestershire,LE5 2NA,http://www.willowbrook-tmet.uk,1162413756.0,Mrs,Hannah,Sandy-Sharpe,Principal,Does not apply,Mixed,Primary,01/06/2016,Leicester East,142857
Thurnby Mead Primary Academy,Academy converter,Open,Dudley Avenue,,Leicester,Leicestershire,LE5 2EG,www.thurnby-tmet.uk,1162413086.0,Mrs,Michelle,Woodhouse,Headteacher,Does not apply,Mixed,Primary,01/07/2016,Leicester East,142967
Merrydale Junior School,Academy converter,Open,Claydon Road,,Leicester,Leicestershire,LE5 0PL,www.merrydalejuniors.com,1162767708.0,Mr,Antony,Corbett,Headteacher,Does not apply,Mixed,Primary,01/11/2016,Leicester East,143244
Braunstone Community Primary School,Academy converter,Open,Cort Crescent,Braunstone,Leicester,Leicestershire,LE3 1QH,http://braunstone.leicester.sch.uk/,1162858130.0,Mr,Halil,Tamgumus,Headteacher,Does not apply,Mixed,Primary,01/10/2016,Leicester West,143245
Woodstock Primary Academy,Academy converter,Open,Hattern Avenue,,Leicester,Leicestershire,LE4 2GZ,www.woodstock.leicester.sch.uk,1162355825.0,Mrs,Louise,Stapleford,Principal,Does not apply,Mixed,Primary,01/11/2016,Leicester West,143246
Babington Academy,Academy converter,Open,Strasbourg Drive,Beaumont Leys,Leicester,Leicestershire,LE4 0SZ,http://www.babington.leicester.sch.uk/,1162221616.0,Mrs,Fiona,Laywood,Principal,,Mixed,Secondary,01/10/2016,Leicester West,143247
Fernvale Primary School,Academy converter,Open,Somerby Road,Thurnby,Leicester,Leicestershire,LE7 9PR,www.fernvale.leics.sch.uk,1162416722.0,Mrs,Helen,Cartledge-Splitt,Headteacher,Does not apply,Mixed,Primary,01/09/2016,Rutland and Stamford,143248
Seagrave Village Primary School,Academy converter,Open,Green Lane,Seagrave,Loughborough,Leicestershire,LE12 7LU,https://www.seagrave.bepschools.org,1509812486.0,Mrs,Heather,Culling,Headteacher,Does not apply,Mixed,Primary,01/09/2016,Melton and Syston,143249
Newcroft Primary Academy,Academy converter,Open,Trueway Drive,Shepshed,Loughborough,Leicestershire,LE12 9DU,www.newcroftprimaryacademy.co.uk,1509503214.0,Mrs,Sara,Aukland,Headteacher,Does not apply,Mixed,Primary,01/09/2016,Loughborough,143250
Ashby Willesley Primary School,Academy converter,Open,Packington Nook Lane,,Ashby-de-la-Zouch,Leicestershire,LE65 2QG,www.ashbywillesley.org.uk,1530413654.0,Mrs,Chloe,Dilks,Headteacher,Does not apply,Mixed,Primary,01/09/2016,North West Leicestershire,143251
Husbands Bosworth Church of England Primary School,Academy converter,Open,School Lane,Husbands Bosworth,Lutterworth,Leicestershire,LE17 6JU,www.husbandsbosworth.leics.sch.uk/,1858880212.0,Mr,Alan,Eathorne,Headteacher,Church of England,Mixed,Primary,01/09/2016,South Leicestershire,143252
Newtown Linford Primary School,Academy converter,Open,Main Street,Newtown Linford,Leicester,Leicestershire,LE6 0AD,https://www.newtown.bepschools.org/,1530242370.0,Mrs,Kirsten,Kennedy,Headteacher,Does not apply,Mixed,Primary,01/09/2016,Mid Leicestershire,143253
"St Andrew's Church of England Primary School, North Kilworth",Academy converter,Open,Dag Lane,North Kilworth,Lutterworth,Leicestershire,LE17 6HD,www.standrewsnorthkilworth.co.uk,1858880430.0,Mrs,Heather,White,Headteacher,Church of England,Mixed,Primary,01/09/2016,South Leicestershire,143254
Heatherbrook Primary Academy,Academy sponsor led,Open,Astill Lodge Road,Beaumont Leys,Leicester,Leicestershire,LE4 1BE,www.heatherbrook.co.uk/,1162357721.0,Mrs,Claire,Beach,Head Teacher,Does not apply,Mixed,Primary,01/04/2017,Leicester West,143607
Hallbrook Primary School,Academy converter,Open,Hallbrook Road,,Broughton Astley,Leicestershire,LE9 6WX,www.hallbrook.leics.sch.uk,1455285693.0,Mr,Tim,Barrow,Headteacher,Does not apply,Mixed,Primary,01/02/2017,South Leicestershire,143609
Viscount Beaumont's Church of England Primary School,Academy converter,Open,Ashby Road,Coleorton,Coalville,Leicestershire,LE67 8FD,www.viscountbeaumonts.leics.sch.uk,1530412480.0,Mrs,Hayley,Ryder-Smith,Headteacher,Church of England,Mixed,Primary,01/01/2017,North West Leicestershire,143610
Avanti Fields School,Free schools,Open,21 Bhaktivedanta Marg,,Leicester,,LE5 0BX,https://avanti.org.uk/avantifields/,1163266813.0,Miss,Vanessa,Bardsley,,Hindu,Mixed,All-through,03/09/2018,Leicester East,143679
Richmond Primary School,Academy converter,Open,Towers Drive,,Hinckley,Leicestershire,LE10 0ZD,http://www.richmond.leics.sch.uk/,1455637266.0,Mrs,Emma,Clark,Headteacher,Does not apply,Mixed,Primary,01/02/2017,Hinckley and Bosworth,143795
The Winstanley School,Academy converter,Open,Kingsway North,,Leicester,Leicestershire,LE3 3BD,https://www.winstanleyschool.org.uk/,1162898688.0,Mr,David,Bennett,,,Mixed,Secondary,01/01/2017,Mid Leicestershire,143844
Lancaster Academy,Academy sponsor led,Open,Knighton Lane East,,Leicester,Leicestershire,LE2 6FU,,1162703176.0,Mrs,Anna,Fisher,,Does not apply,Mixed,Secondary,01/04/2017,Leicester South,143857
Rowlatts Mead Primary Academy,Academy converter,Open,Balderstone Close,Off Ambassador Road,Leicester,Leicestershire,LE5 4ES,www.rowlatts-tmet.uk,1162768812.0,Mrs,Jennie,Henson,Principal,Does not apply,Mixed,Primary,01/04/2017,Leicester East,144107
Dunton Bassett Primary School,Academy converter,Open,The Mount,Dunton Bassett,Lutterworth,Leicestershire,LE17 5JL,www.duntonbassett.leics.sch.uk/,1455209557.0,Mr,Lee,Evans,Headteacher,Does not apply,Mixed,Primary,01/10/2018,South Leicestershire,144108
"Thurnby, St Luke's Church of England Primary School",Academy converter,Open,Main Street,Thurnby,Leicester,Leicestershire,LE7 9PN,www.st-lukes.leics.sch.uk,1162415105.0,Mr,Gavin,Skye,Headteacher,Church of England,Mixed,Primary,01/06/2017,Rutland and Stamford,144109
Sharnford Church of England Primary School,Academy converter,Open,Henson Way,Sharnford,Hinckley,Leicestershire,LE10 3PN,www.sharnfordprimaryschool.com,1455272456.0,Mrs,Sharon,Boyd-Hope,Headteacher,Church of England,Mixed,Primary,01/07/2017,South Leicestershire,144110
John Wycliffe Primary School,Academy converter,Open,Moorbarns Lane,,Lutterworth,Leicestershire,LE17 4QJ,https://www.johnwycliffeprimaryschool.co.uk/,1455553135.0,Mr,Lee,Evans,Headteacher,Does not apply,Mixed,Primary,01/06/2017,South Leicestershire,144111
"All Saints Church of England Primary School, Sapcote",Academy converter,Open,Bassett Lane,Sapcote,Leicester,Leicestershire,LE9 4FB,www.allsaintssapcote.com,1455272973.0,Mr,Shane,Crick,Headteacher,Church of England,Mixed,Primary,01/06/2017,South Leicestershire,144113
Ullesthorpe Church of England Primary School,Academy converter,Open,Ashby Road,Ullesthorpe,Lutterworth,Leicestershire,LE17 5DN,www.ullesthorpe.leics.sch.uk,1455209926.0,Mrs,Jodie,Allen,Headteacher,Church of England,Mixed,Primary,01/06/2017,South Leicestershire,144114
Claybrooke Primary School,Academy converter,Open,Main Street,Claybrooke Parva,Leicester,Leicestershire,LE17 5AF,www.claybrooke.leics.sch.uk,1455209238.0,Mrs,Emma,Darragh,Headteacher,,Mixed,Primary,01/08/2017,South Leicestershire,144115
"St Mary's Church of England Primary School, Bitteswell",Academy converter,Open,The Green,Bitteswell,Lutterworth,Leicestershire,LE17 4SB,http://www.stmarysbitteswell.uk,1455552818.0,Mr,Adam,Watson,Headteacher,Church of England,Mixed,Primary,01/07/2017,South Leicestershire,144116
South Kilworth Church of England Primary School,Academy converter,Open,Walcote Road,South Kilworth,Lutterworth,Leicestershire,LE17 6EG,www.southkilworthprimaryschool.com,1858575307.0,Mrs,Heather,White,Headteacher,Church of England,Mixed,Primary,01/04/2017,South Leicestershire,144117
Swinford Church of England Primary School,Academy converter,Open,School Lane,Swinford,Lutterworth,Leicestershire,LE17 6BG,https://www.swinford.leics.sch.uk/,1788860404.0,Headteacher,Rachel,Chamberlain,Headteacher,Church of England,Mixed,Primary,01/04/2017,South Leicestershire,144118
Swannington Church of England Primary School,Academy converter,Open,Main Street,Swannington,Coalville,Leicestershire,LE67 8QJ,https://www.swanningtonceprimary.org/,1530832655.0,Mrs,Hayley,Ryder-Smith,Headteacher,Church of England,Mixed,Primary,01/05/2017,North West Leicestershire,144310
"Tudor Grange Samworth Academy, A church of England School",Academy sponsor led,Open,"Tudor Grange Samworth Academy, 50 Trenant Road",,Leicester,Leicestershire,LE2 6UA,https://www.samworth.tgacademy.org.uk/,1162780232.0,Mr,Aiden,Bannon,,Church of England,Mixed,All-through,01/01/2016,Leicester South,144479
Kingsway Primary School,Academy converter,Open,Kingsway North,Braunstone Town,Leicester,Leicestershire,LE3 3BD,www.kingsway.org.uk,1162898525.0,Mrs,Germaine,Mckinnon,Headteacher,Does not apply,Mixed,Primary,01/01/2018,Mid Leicestershire,144538
Orchard Mead Academy,Academy sponsor led,Open,Keyham Lane West,,Leicester,Leicestershire,LE5 1RT,www.orchard-tmet.uk,1162413371.0,Miss,Subrina,Johal,,Does not apply,Mixed,Secondary,01/09/2017,Leicester East,144629
"Hallam Fields, Birstall",Free schools,Open,Long Meadow Way,Birstall,Leicester,Leicestershire,LE4 3LL,,1162670550.0,Mrs,Ifat,Sultana,,Multi-faith,Mixed,Primary,01/09/2017,Mid Leicestershire,144749
Old Mill Primary School,Academy converter,Open,Station Road,Broughton Astley,Leicester,Leicestershire,LE9 6PT,http://www.oldmillprimary.co.uk,1455284191.0,Mrs,Alison,Smith-Stewart,Headteacher,Does not apply,Mixed,Primary,01/09/2017,South Leicestershire,144837
Hinckley Parks Primary School,Academy converter,Open,Leicester Road,,Hinckley,Leicestershire,LE10 1LP,http://www.hinckleyparks.leics.sch.uk,1455632556.0,Mr,David,Harding,Headteacher,Does not apply,Mixed,Primary,01/09/2017,Hinckley and Bosworth,144911
Sherard Primary School,Academy sponsor led,Open,Grange Drive,,Melton Mowbray,Leicestershire,LE13 1HA,www.sherardschool.org,1664565124.0,Mrs,Helena,Blumfield,Headteacher,Does not apply,Mixed,Primary,01/10/2017,Melton and Syston,145083
Melton Vale Sixth Form College,Academy 16-19 converter,Open,Burton Road,,Melton Mowbray,Leicestershire,LE13 1DN,www.mv16.org.uk,1664504750.0,Dr,Nicola,Dartnell,,,Mixed,16 plus,01/10/2017,Melton and Syston,145158
Church Langton Church of England Primary School,Academy converter,Open,Stonton Road,Church Langton,Market Harborough,Leicestershire,LE16 7SZ,http://www.churchlangton.leics.sch.uk,1858545237.0,Mrs,Lucy,Anderson,Headteacher,Church of England,Mixed,Primary,01/11/2017,"Harborough, Oadby and Wigston",145203
Forest Lodge Academy,Academy converter,Open,Charnor Road,,Leicester,Leicestershire,LE3 6LH,www.forestlodge.leicester.sch.uk/,1162871220.0,Mrs,Claire,Caldwell,Headteacher,Does not apply,Mixed,Primary,01/01/2018,Leicester West,145357
Blaby Stokes Church of England Primary School,Academy sponsor led,Open,Queens Road,Blaby,Leicester,Leicestershire,LE8 4EG,www.blabystokes.co.uk,1162772082.0,Mr,Stephen,Snelson,,Church of England,Mixed,Primary,01/02/2018,South Leicestershire,145488
Judgemeadow Community College,Academy sponsor led,Open,Marydene Drive,Evington,Leicester,,LE5 6HP,,1162411920.0,Mr,Alex,Grainge,,Does not apply,Mixed,Secondary,01/06/2018,Leicester East,145558
Overdale Infant School,Academy converter,Open,Eastcourt Road,Knighton,Leicester,Leicestershire,LE2 3YA,www.overdale-inf.leicester.sch.uk/,1162882724.0,Mrs,Hayley,Holmes,Headteacher,Does not apply,Mixed,Primary,01/04/2018,Leicester South,145617
Overdale Junior School,Academy converter,Open,Eastcourt Road,Knighton,Leicester,Leicestershire,LE2 3YA,www.overdale-jun.leicester.sch.uk/,1162883736.0,Mr,Matt,Evans,Headteacher,Does not apply,Mixed,Primary,01/04/2018,Leicester South,145618
Brookside Primary School,Academy converter,Open,Copse Close,Oadby,Leicester,Leicestershire,LE2 4FU,www.brookside.leics.sch.uk,1162713680.0,Miss,Grace,Brown,Headteacher,Does not apply,Mixed,Primary,01/04/2018,"Harborough, Oadby and Wigston",145619
Woodland Grange Primary School,Academy converter,Open,Beaufort Way,Oadby,Leicester,Leicestershire,LE2 4TY,http://www.woodlandwideweb.org.uk/,1162720401.0,Mrs,Hayley,Brown,Headteacher,Does not apply,Mixed,Primary,01/04/2018,"Harborough, Oadby and Wigston",145620
Hope Hamilton CofE Primary School,Academy converter,Open,Sandhills Avenue,North Hamilton,Leicester,Leicestershire,LE5 1LU,www.hopehamilton.leicester.sch.uk/,1162766121.0,Mrs,Fiona,Brooks,Headteacher,Church of England,Mixed,Primary,01/07/2018,Leicester East,145970
Richard Hill Church of England Primary School,Academy converter,Open,12 Anstey Lane,Thurcaston,Leicester,Leicestershire,LE7 7JA,www.richardhillschool.co.uk,1162340212.0,Mrs,Sally,Applebee,Headteacher,Church of England,Mixed,Primary,01/07/2018,Mid Leicestershire,145972
All Saints Church of England Primary School,Academy converter,Open,Long Street,,Wigston,Leicestershire,LE18 2AH,www.allsaintscofe.leics.sch.uk,1162880013.0,Mrs,Lucy,Boulger,Acting Headteacher,Church of England,Mixed,Primary,01/07/2018,"Harborough, Oadby and Wigston",145973
Houghton-on-the-Hill Church of England Primary School,Academy converter,Open,Main Street,Houghton-on-the-Hill,Leicester,Leicestershire,LE7 9GD,www.houghton.leics.sch.uk,1162412465.0,Mrs,Ali,Woollerson,Headteacher,Church of England,Mixed,Primary,01/07/2018,Rutland and Stamford,145974
