name,type,status,street,locality,town,county,postcode,website,phone,head_title,head_first_name,head_last_name,head_job_title,religion,gender,phase,opened_date,constituency,urn,email,all_emails,staff_contacts,has_pupil_premium,has_financial_reports
Dorothy Goodman School Hinckley,Academy special converter,Not found,Stoke Road,,Hinckley,Leicestershire,LE10 0EA,www.dorothygoodman.co.uk,1455634582.0,,Kelly,Dryden,Principal,Does not apply,Mixed,Not applicable,01/06/2012,Hinckley and Bosworth,138156,,,,False,False
The Meadow Community Primary School,Academy converter,Found,Meadow Way,Wigston Magna,Wigston,Leicestershire,LE18 3QZ,www.meadowcommunity.co.uk,1162887227.0,Mrs,Louise Allen,Mrs Charlie Smith,Headteacher,Does not apply,Mixed,Primary,01/06/2012,"Harborough, Oadby and Wigston",138173,admin@meadowcommunity.leics.sch.uk,"admin@meadowcommunity.leics.sch.uk, admin@meadowcommunity.leics.sch.uk",,False,False
St Thomas More Catholic Voluntary Academy,Academy converter,Not found,Newstead Road,,Leicester,Leicestershire,LE2 3TA,www.thomasmoreprimary.org.uk/,1162706365.0,Mrs,Charlotte,Crosse,Headteacher,Roman Catholic,Mixed,Primary,01/06/2012,Leicester South,138185,,,,False,False
Sacred Heart Catholic Voluntary Academy,Academy converter,Not found,Beacon Road,,Loughborough,Leicestershire,LE11 2BG,http://sacredheartacademy.org.uk,1509212204.0,Mrs,Lucy,Gunton,Headteacher,Roman Catholic,Mixed,Primary,01/07/2012,Loughborough,138294,,,,False,False
"Saint Mary's Catholic Primary School, Loughborough",Academy converter,Found,Hastings Street,,Loughborough,Leicestershire,LE11 5AX,www.stmarys-rc.leics.sch.uk,1509212621.0,Miss,Priscilla,Jordan,Headteacher,Roman Catholic,Mixed,Primary,01/07/2012,Loughborough,138295,office@stmarys-rc.leics.sch.uk,office@stmarys-rc.leics.sch.uk,,True,False
"Saint Clare's Primary School A Catholic Voluntary Academy, Coalville, Leicestershire",Academy converter,Found,Convent Drive,,Coalville,Leicestershire,LE67 3SF,www.st-clares.leics.sch.uk/,1530837747.0,Mrs,Judy,Beer,Headteacher,Roman Catholic,Mixed,Primary,01/07/2012,North West Leicestershire,138296,school.office@st-clares.leics.sch.uk,school.office@st-clares.leics.sch.uk,,False,False
Holy Cross School A Catholic Voluntary Academy,Academy converter,Found,Parsonwood Hill,Whitwick,Coalville,Leicestershire,LE67 5AT,www.holycrosswhitwick.co.uk,1530832799.0,Mrs,Catherine,Murphy,Headteacher,Roman Catholic,Mixed,Primary,01/07/2012,North West Leicestershire,138297,office@whx.leics.sch.uk,office@whx.leics.sch.uk,,True,False
De Lisle College Loughborough Leicestershire,Academy converter,Found,Thorpe Hill,,Loughborough,Leicestershire,LE11 4SQ,http://www.delisle.leics.sch.uk/,1509268739.0,Mr,Chris,Maher,Headteacher,Roman Catholic,Mixed,Secondary,01/07/2012,Loughborough,138298,enquiries@delisle.leics.sch.uk,enquiries@delisle.leics.sch.uk,,True,False
"Saint Winefride's Catholic Voluntary Academy, Shepshed, Leicestershire",Academy converter,Found,Britannia Street,Shepshed,Loughborough,Leicestershire,LE12 9AE,http://www.winefrides-rc.leics.sch.uk,1509503353.0,Mrs,Catherine,Murphy,Headteacher,Roman Catholic,Mixed,Primary,01/07/2012,Loughborough,138299,office@winefrides-rc.leics.sch.uk,office@winefrides-rc.leics.sch.uk,,True,False
The Newbridge School,Academy converter,Not found,Forest Road,,Coalville,Leicestershire,LE67 3SJ,http://www.newbridge.org.uk,1530831561.0,Mr,Michael Gamble /,Michael Rowbottom,Headteacher,Does not apply,Mixed,Secondary,01/07/2012,North West Leicestershire,138301,,,,False,False
Huncote Primary School,Academy converter,Found,Denman Lane,Huncote,Leicester,Leicestershire,LE9 3BS,www.huncoteprimary.org,1162864105.0,,Sally,Houghton,Headteacher,Does not apply,Mixed,Primary,01/07/2012,South Leicestershire,138321,office@huncote.embracemat.org,"office@huncote.embracemat.org, office@huncote.embracemat.org",Email office@huncote.embracemat.org,True,False
Brookvale Groby Learning Campus,Academy converter,Found,Ratby Road,Groby,Leicester,Leicestershire,LE6 0FP,http://www.brookvalegroby.com/,1162879921.0,Mr,Will,Teece,Headteacher,Does not apply,Mixed,Secondary,01/07/2012,Mid Leicestershire,138323,BGLC-Campus-Culture-@-16.9.24-1.pdf,BGLC-Campus-Culture-@-16.9.24-1.pdf,,True,True
Heath Lane Academy,Academy converter,Not found,Heath Lane,Earl Shilton,Leicester,Leicestershire,LE9 7PD,https://www.heathlaneacademy.org.uk,1455845061.0,Mr,Mark,Trimingham,Principal,Does not apply,Mixed,Secondary,01/07/2012,Hinckley and Bosworth,138327,,,,False,False
Farndon Fields Primary School,Academy converter,Not found,Argyle Park,,Market Harborough,Leicestershire,LE16 9JH,www.farndonfields.org,1858464744.0,Ms,Simone,Harrison,Headteacher,Does not apply,Mixed,Primary,01/07/2012,"Harborough, Oadby and Wigston",138345,,,,False,False
Meadowdale Primary School,Academy converter,Found,Meadowdale Road,,Market Harborough,Leicestershire,LE16 7XQ,www.meadowdale.info/,1858465479.0,Ms,Elizabeth,Martin,Headteacher,Does not apply,Mixed,Primary,01/07/2012,"Harborough, Oadby and Wigston",138346,office@mdw.learnat.uk,"office@mdw.learnat.uk, office@mdw.learnat.uk, office@mdw.learnat.uk",Emailoffice@mdw.learnat.uk,True,False
Ridgeway Primary Academy,Academy converter,Found,The Ridgeway,,Market Harborough,Leicestershire,LE16 7HQ,www.ridgewayprimary.org.uk,1858465800.0,Mrs,Sarah,Bishop,Headteacher,Does not apply,Mixed,Primary,01/07/2012,"Harborough, Oadby and Wigston",138347,office@rpa.learnat.uk,"office@rpa.learnat.uk, office@rpa.learnat.uk",,False,False
Parkland Primary School South Wigston,Academy converter,Found,St Thomas Road,,Wigston,Leicestershire,LE18 4TA,www.parklandprimary.co.uk/,1162782142.0,Mr,Andrew,Hayes,Headteacher,Does not apply,Mixed,Primary,01/07/2012,"Harborough, Oadby and Wigston",138348,admin@dsatparkland.org,"admin@dsatparkland.org, admin@dsatparkland.org, jbenson@dsatparkland.org",,False,False
Ivanhoe School,Academy converter,Found,North Street,,Ashby-de-la-Zouch,Leicestershire,LE65 1HX,http://www.ivanhoe.co.uk/,1530412756.0,Mrs,Alison,Allford,Headteacher,Does not apply,Mixed,Secondary,01/07/2012,North West Leicestershire,138350,office@ivanhoe.co.uk,"office@ivanhoe.co.uk, office@ivanhoe.co.uk, office@lifemultiacademytrust.org.uk",Email: office@ivanhoe.co.uk | Email: office@lifemultiacademytrust.org.uk,True,False
Kibworth Church of England Primary School,Academy converter,Not found,Hillcrest Avenue,Kibworth,Leicester,Leicestershire,LE8 0NH,www.kibprimary.leics.sch.uk,1162792485.0,Mrs,Nikki,Matthew,Headteacher,Church of England,Mixed,Primary,01/07/2012,"Harborough, Oadby and Wigston",138358,,,,False,False
"Great Bowden Academy, A Church of England Primary School",Academy converter,Found,Gunnsbrook Close,Great Bowden,Market Harborough,Leicestershire,LE16 7HZ,www.greatbowden.leics.sch.uk,1858463216.0,Mrs,Sarah,Bishop,Headteacher,Church of England,Mixed,Primary,01/07/2012,"Harborough, Oadby and Wigston",138359,office@gba.learnat.uk,"office@gba.learnat.uk, office@gba.learnat.uk",,False,False
The Castle Rock School,Academy converter,Not found,Meadow Lane,,Coalville,Leicestershire,LE67 4BR,https://www.castlerock.org.uk/,1530834368.0,Mrs,Roma,Dhameja,Headteacher,Does not apply,Mixed,Secondary,01/08/2012,North West Leicestershire,138478,,,,False,False
Brockington College,Academy converter,Found,Blaby Road,Enderby,Leicester,Leicestershire,LE19 4AQ,www.brockington.leics.sch.uk,1162863722.0,Mrs,Sadie,Batstone,Headteacher,Church of England,Mixed,Secondary,01/08/2012,South Leicestershire,138521,admin@brockington.embracemat.org,"admin@brockington.embracemat.org, admin@brockington.embracemat.org",Email admin@brockington.embracemat.org,True,False
Thomas Estley Community College,Academy converter,Found,Station Road,Broughton Astley,Leicester,Leicestershire,LE9 6PT,http://www.thomasestley.org.uk/,1455283263.0,Mrs,Mandi,Collins,Principal,Does not apply,Mixed,Secondary,01/08/2012,South Leicestershire,138527,luciano@latinotype.com,luciano@latinotype.com,,False,False
Cosby Primary School,Academy converter,Found,Portland Street,Cosby,Leicester,Leicestershire,LE9 1TE,http://www.cosby.school,1162863103.0,Mrs,Lorna,Townsend,Headteacher,Does not apply,Mixed,Primary,01/08/2012,South Leicestershire,138528,office@cosby.school,"office@cosby.school, office@cosby.school",,True,False
Queensmead Primary Academy,Academy sponsor led,Not found,Winstanley Drive,Braunstone,Leicester,Leicestershire,LE3 1PF,http://www.queensmeadacademy.org,1162858518.0,,Liz,Latham,Headteacher,,Mixed,Primary,01/11/2012,Leicester West,138553,,,,False,False
Long Field Spencer Academy,Academy converter,Not found,Ambleside Way,,Melton Mowbray,Leicestershire,LE13 0BN,http://www.longfieldtrust.org.uk,1664561234.0,Mr,Christopher,Haggett,Principal,,Mixed,Secondary,01/09/2012,Melton and Syston,138628,,,,False,False
Ibstock School,Academy converter,Found,Central Avenue,,Ibstock,Leicestershire,LE67 6NE,http://www.ibstockschool.co.uk,1530260705.0,Mrs,Nicola,Koncarevic,Principal,Does not apply,Mixed,Secondary,01/09/2012,North West Leicestershire,138721,admin@ibstockschool.co.uk,"admin@ibstockschool.co.uk, admin@ibstockschool.co.uk",,True,False
Ashby Hill Top Primary School,Academy converter,Not found,Beaumont Avenue,,Ashby-de-la-Zouch,Leicestershire,LE65 2NF,www.ashbyhilltop.leics.sch.uk,1530415736.0,Mrs,Sylvie,Newman,Headteacher,Does not apply,Mixed,Primary,01/10/2012,North West Leicestershire,138804,,,@media screen and (min-width: 767px) {.wsite-elements.wsite-not-footer:not(.wsite-header-elements) d,True,True
Broomfield Community Primary School,Academy converter,Found,Ploughmans Lea,East Goscote,Leicester,Leicestershire,LE7 3ZQ,www.broomfield.bepschools.org,1162606704.0,Miss,Alex,Allison,Headteacher,Does not apply,Mixed,Primary,01/10/2012,Melton and Syston,138805,office@broomfield.bepschools.org,"office@broomfield.bepschools.org, office@broomfield.bepschools.org",E: office@broomfield.bepschools.org,True,False
Eastfield Primary School,Academy converter,Found,Eastfield Road,Thurmaston,Leicester,Leicestershire,LE4 8FP,www.eastfield.bepschools.org,1162694692.0,Mr,Timothy,Gilbert,Headteacher,Does not apply,Mixed,Primary,01/10/2012,Melton and Syston,138806,Office@eastfield.bepschools.org,"Office@eastfield.bepschools.org, Office@eastfield.bepschools.org",E: Office@eastfield.bepschools.org,True,False
Gaddesby Primary School,Academy converter,Not found,Ashby Road,Gaddesby,Leicester,Leicestershire,LE7 4WF,http://www.gaddesby.bepschools.org/,1664840253.0,Mr,Leigh,Fox,Headteacher,Does not apply,Mixed,Primary,01/10/2012,Melton and Syston,138807,,,,False,False
Lady Jane Grey Primary School,Academy converter,Not found,Wolsey Close,Groby,Leicester,Leicestershire,LE6 0ZA,www.ladyjanegreyprimary.org.uk/,1162320031.0,,Michael,Fitzgerald,Headteacher,Does not apply,Mixed,Primary,01/10/2012,Mid Leicestershire,138809,,,,True,False
The Merton Primary School,Academy converter,Found,Cherry Drive,Syston,Leicester,Leicestershire,LE7 2PT,www.merton.bepschools.org,1162608150.0,Mr,Patrick,Betts,Headteacher,Does not apply,Mixed,Primary,01/10/2012,Melton and Syston,138818,office@merton.bepschools.org,"office@merton.bepschools.org, office@merton.bepschools.org",E: office@merton.bepschools.org,True,False
The Pochin School,Academy converter,Found,School Lane,Barkby,Leicester,Leicestershire,LE7 3QL,www.pochin.bepschools.org,1162692078.0,Miss,Melanie,Evans,Headteacher,,Mixed,Primary,01/10/2012,Melton and Syston,138838,office@pochin.bepschools.org,"office@pochin.bepschools.org, office@pochin.bepschools.org",E: office@pochin.bepschools.org,True,False
Madani Boys School,Voluntary aided school,Not found,77 Evington Valley,,Leicester,Leicestershire,LE5 5LL,https://madani.school,1162498080.0,Mr,Riyaz,Laher,Headteacher,Muslim,Boys,Secondary,01/09/2012,Leicester South,138869,,,,False,False
Broom Leys School,Academy converter,Not found,Broom Leys Road,,Coalville,Leicestershire,LE67 4DB,http://www.broomleys.org.uk,1530832234.0,Mr,Robert,Prior,Headteacher,Does not apply,Mixed,Primary,01/11/2012,North West Leicestershire,138891,,,,False,False
Wigston College,Academy converter,Found,Station Road,,Wigston,Leicestershire,LE18 2DS,www.wigstoncollege.org,1162881611.0,Mr,Michael,Wilson,,Does not apply,Mixed,Secondary,01/11/2012,"Harborough, Oadby and Wigston",138894,gjohnson@wigstonmat.org,"gjohnson@wigstonmat.org, gjohnson@wigstonmat.org, gjohnson@wigstonmat.org",,False,False
St Michael & All Angels Church of England Primary School,Academy converter,Found,Brookside,Rearsby,Leicester,Leicestershire,LE7 4YB,www.stmichaels.leics.sch.uk,1664424453.0,Mr,Neil,Bardsley,Headteacher,Church of England,Mixed,Primary,01/11/2012,Melton and Syston,138902,office@stmichaels.risemat.co.uk,"office@stmichaels.risemat.co.uk, office@stmichaels.risemat.co.uk",,True,True
Holywell Primary School,Academy converter,Not found,Berkeley Road,,Loughborough,Leicestershire,LE11 3SJ,http://www.holywell.leics.sch.uk/,1509231347.0,Mr,Ed,Petrie,Headteacher,Does not apply,Mixed,Primary,01/11/2012,Loughborough,138906,,,,True,True
Rendell Primary School,Academy converter,Found,Rendell Street,,Loughborough,Leicestershire,LE11 1LL,http://www.rendellps.leics.sch.uk,1509263497.0,Mrs,Karen,Rixon,Headteacher,Does not apply,Mixed,Primary,01/11/2012,Loughborough,138908,admin@rendellps.leics.sch.uk,admin@rendellps.leics.sch.uk,,True,False
Thrussington Church of England Primary School,Academy converter,Not found,Hoby Road,Thrussington,Leicester,Leicestershire,LE7 4TH,http://www.thrussington.leics.sch.uk/,1664424421.0,Headteacher,Hannah,Roddy,Headteacher,Church of England,Mixed,Primary,01/11/2012,Melton and Syston,138926,,,@media screen and (min-width: 767px) {.wsite-elements.wsite-not-footer:not(.wsite-header-elements) d,False,True
Church Hill Infant School,Academy converter,Found,Church Hill Road,Thurmaston,Leicester,Leicestershire,LE4 8DE,https://www.churchhillinfants.bepschools.org,1162692083.0,Mrs,Claire,Elliott,Headteacher,Does not apply,Mixed,Primary,01/11/2012,Melton and Syston,138929,office@churchhillinfants.bepschools.org,"office@churchhillinfants.bepschools.org, office@churchhillinfants.bepschools.org",E: office@churchhillinfants.bepschools.org,True,False
Church Hill Church of England Junior School,Academy converter,Not found,Church Hill Road,Thurmaston,Leicester,Leicestershire,LE4 8DE,www.churchhill-jun.leics.sch.uk,1162692509.0,Mrs,Diane,Brown,Headteacher,Church of England,Mixed,Primary,01/11/2012,Melton and Syston,138930,,,,True,False
Queniborough Church of England Primary School,Academy converter,Found,Coppice Lane,Queniborough,Leicester,Leicestershire,LE7 3DR,www.quenischool.org.uk,1162606700.0,Mrs,Hannah,Roddy,Headteacher,Church of England,Mixed,Primary,01/11/2012,Melton and Syston,138931,office@qps.learnat.uk,"office@qps.learnat.uk, office@qps.learnat.uk",Emailoffice@qps.learnat.uk,True,False
East Leake Academy,Academy converter,Found,Lantern Lane,East Leake,Loughborough,Leicestershire,LE12 6QN,http://www.eastleake-ac.org.uk,1509852424.0,Mr,David,Vernon,Principal,Does not apply,Mixed,Secondary,01/11/2012,Rushcliffe,138964,office@eastleake-ac.org.uk,"office@eastleake-ac.org.uk, office@eastleake-ac.org.uk, office@eastleake-ac.org.uk",office@eastleake-ac.org.uk,True,False
Barwell Church of England Academy,Academy converter,Not found,High Street,Barwell,Leicester,Leicestershire,LE9 8DS,www.barwellceacademy.co.uk,1455842047.0,Miss,Victoria,Newman,Head Teacher,Church of England,Mixed,Primary,01/11/2012,Hinckley and Bosworth,138965,,,,False,False
Millfield L.E.A.D. Academy,Academy sponsor led,Not found,Hat Road,Braunstone Town,Leicester,,LE3 2WF,www.millfieldacademy.co.uk,1162897151.0,Mr,Peter,Wood,,Does not apply,Mixed,Primary,01/01/2013,Mid Leicestershire,138999,,,,True,False
Beacon Academy,Academy sponsor led,Not found,Woodthorpe Road,,Loughborough,Leicestershire,LE11 2NF,www.thebeaconacademy.org,1509212227.0,Mr,Ben,Kilgannon,Headteacher,Does not apply,Mixed,Primary,01/12/2012,Loughborough,139005,,,,False,False
Mountfields Lodge School,Academy converter,Found,Epinal Way,,Loughborough,Leicestershire,LE11 3GE,https://www.mountfields.bepschools.org/,1509214119.0,Mrs,Iona,Mock,Headteacher,Does not apply,Mixed,Primary,01/12/2012,Loughborough,139034,office@mountfields.bepschools.org,"office@mountfields.bepschools.org, office@mountfields.bepschools.org",E: office@mountfields.bepschools.org,True,False
Outwoods Edge Primary School,Academy converter,Not found,21 Redwood Road,,Loughborough,Leicestershire,LE11 2LD,http://www.outwoodsedge.leics.sch.uk,1509216177.0,Mr,Matthew,Peet,Headteacher,Does not apply,Mixed,Primary,01/12/2012,Loughborough,139038,,,,True,True
St Mary's Church of England Primary School,Academy sponsor led,Found,Brampton Road,,Melton Mowbray,Leicestershire,LE13 0NA,www.st-marys-school.co.uk/,1664562500.0,Mrs,Laura,Oakes,,Church of England,Mixed,Primary,01/03/2013,Melton and Syston,139194,office@stmarys.risemat.co.uk,"office@stmarys.risemat.co.uk, office@stmarys.risemat.co.uk",,True,False
St Simon and St Jude CofE Primary School,Academy sponsor led,Found,Astley Road,,Leicester,,LE9 7AE,http://www.stsimonandstjude.leics.sch.uk,1455842138.0,Mrs,Rebecca,Dolby-Molson,Headteacher,Church of England,Mixed,Primary,01/03/2013,Hinckley and Bosworth,139200,office@stsimonandstjude.leics.sch.uk,"office@stsimonandstjude.leics.sch.uk, office@stsimonandstjude.leics.sch.uk",,True,False
Ratby Primary School,Academy converter,Found,Main Street,Ratby,Leicester,Leicestershire,LE6 0LN,www.ratby.bepschools.org,1162393610.0,Mrs,Anne,Perry,Headteacher,Does not apply,Mixed,Primary,01/02/2013,Mid Leicestershire,139284,office@ratby.bepschools.org,"office@ratby.bepschools.org, office@ratby.bepschools.org",E: office@ratby.bepschools.org,True,False
Stonebow Primary School Loughborough,Academy converter,Found,Stonebow Close,,Loughborough,Leicestershire,LE11 4ZH,http://www.stonebow.leics.sch.uk/,1509646217.0,Mr,Paul,Brockless,Headteacher,Does not apply,Mixed,Primary,01/02/2013,Loughborough,139287,office@stonebow.leics.sch.uk,"office@stonebow.leics.sch.uk, office@stonebow.leics.sch.uk",office@stonebow.leics.sch.uk,True,False
Asfordby Hill Primary School,Academy converter,Not found,Melton Road,Asfordby Hill,Melton Mowbray,Leicestershire,LE14 3QX,www.asfordbyhill.leics.sch.uk,1664812244.0,Mrs,Philippa,Millward,Headteacher,Does not apply,Mixed,Primary,01/03/2013,Melton and Syston,139340,,,,True,False
Swallowdale Primary School and Community Centre,Academy converter,Found,Dalby Road,,Melton Mowbray,Leicestershire,LE13 0BJ,www.swallowdale.bepschools.org,1664565456.0,Mrs,Samantha,Harries,Headteacher,Does not apply,Mixed,Primary,01/03/2013,Melton and Syston,139341,office@swallowdale.bepschools.org,"office@swallowdale.bepschools.org, office@swallowdale.bepschools.org",E: office@swallowdale.bepschools.org,True,False
Great Dalby School,Academy converter,Not found,Top End,Great Dalby,Melton Mowbray,Leicestershire,LE14 2HA,http://www.greatdalbyprimaryschool.co.uk,1664562750.0,Mr,Nick,Sale,Headteacher,Does not apply,Mixed,Primary,01/03/2013,Melton and Syston,139342,,,,False,False
Red Hill Field Primary School,Academy converter,Found,Copt Oak Road,Narborough,Leicester,Leicestershire,LE19 3EF,http://www.redhillfield.com,1162841500.0,Mr,Stephen,Snelson,Headteacher,Does not apply,Mixed,Primary,01/03/2013,South Leicestershire,139344,office@rhf.learnat.uk,"office@rhf.learnat.uk, office@rhf.learnat.uk",,False,False
St Peter and St Paul Church of England Academy,Academy converter,Found,Upper Church Street,Syston,Leicester,Leicestershire,LE7 1HR,www.spspacademy.org/,1162607577.0,Mrs,Sophie,Moss,Headteacher,Church of England,Mixed,Primary,01/03/2013,Melton and Syston,139349,officeteams@spsp.risemat.co.uk,"officeteams@spsp.risemat.co.uk, officeteams@spsp.risemat.co.uk",,True,False
Cobden Primary School & Community Centre,Academy converter,Found,Cobden Street,,Loughborough,Leicestershire,LE11 1AF,https://www.cobden.bepschools.org/,1509263485.0,Mrs,Kate,Litchfield,Headteacher,Does not apply,Mixed,Primary,01/03/2013,Loughborough,139366,office@cobden.bepschools.org,"office@cobden.bepschools.org, office@cobden.bepschools.org",E: office@cobden.bepschools.org,True,False
Mercenfeld Primary School,Academy converter,Found,Oakfield Avenue,,Markfield,Leicestershire,LE67 9WG,www.mercenfeld.bepschools.org,1530243151.0,Mrs,Kirstie,Randle,Headteacher,Does not apply,Mixed,Primary,01/04/2013,Mid Leicestershire,139441,office@mercenfeld.bepschools.org,"office@mercenfeld.bepschools.org, office@mercenfeld.bepschools.org",E: office@mercenfeld.bepschools.org,True,False
South Charnwood High School,Academy converter,Found,Broad Lane,,Markfield,Leicestershire,LE67 9TB,www.southcharnwood.leics.sch.uk,1530242351.0,Mr,Simon,Andrews,Headteacher,Does not apply,Mixed,Secondary,01/04/2013,Mid Leicestershire,139442,office@southcharnwood.org,"office@southcharnwood.org, office@southcharnwood.org",office@southcharnwood.org,True,False
The Pastures Primary School,Academy converter,Not found,Thornhills,Narborough,Leicester,Leicestershire,LE19 3YP,www.pastures-primary.leics.sch.uk,1162867738.0,Mrs,Donna,Cecchini,Headteacher,Does not apply,Mixed,Primary,01/05/2013,South Leicestershire,139620,,,,True,True
Beauchamp College,Academy converter,Not found,Ridge Way,Oadby,Leicester,Leicestershire,LE2 5TP,http://www.beauchamp.org.uk,1162729100.0,Miss,Kathryn,Kelly,Principal,Does not apply,Mixed,Secondary,01/05/2013,"Harborough, Oadby and Wigston",139624,,,,False,False
Battling Brook Primary School,Academy converter,Not found,Frederick Avenue,,Hinckley,Leicestershire,LE10 0EX,http://www.bbrook.leics.sch.uk/,1455634701.0,,Lisa,Mathie,Headteacher,Does not apply,Mixed,Primary,01/06/2013,Hinckley and Bosworth,139737,,,,False,False
Brocks Hill Primary School,Academy converter,Not found,Howdon Road,Oadby,Leicester,Leicestershire,LE2 5WP,https://www.brockshill.org.uk,1162714885.0,Mrs,Sally,Wicken,Headteacher,Does not apply,Mixed,Primary,01/06/2013,"Harborough, Oadby and Wigston",139739,,,,False,False
Frisby Church of England Primary School,Academy converter,Found,Hall Orchard Lane,Frisby-on-the-Wreake,Melton Mowbray,Leicestershire,LE14 2NH,www.frisbyprimary.co.uk,1664434429.0,Mrs,Charmaine,Ainge,Headteacher,Church of England,Mixed,Primary,01/06/2013,Melton and Syston,139744,office@frisby.risemat.co.uk,"office@frisby.risemat.co.uk, office@frisby.risemat.co.uk, office@frisby.risemat.co.uk",,True,False
Launde Primary School,Academy converter,Not found,New Street,Oadby,Leicestershire,Leicestershire,LE2 4LJ,www.launde.leics.sch.uk/,1162712261.0,Mrs,Shelley,Meer,Headteacher,Does not apply,Mixed,Primary,01/06/2013,"Harborough, Oadby and Wigston",139751,,,,False,False
Thringstone Primary School,Academy converter,Found,Hensons Lane,Thringstone,Coalville,Leicestershire,LE67 8LJ,http://www.thringstone.leics.sch.uk,1530222489.0,Mr,David,Chapple,Headteacher,Does not apply,Mixed,Primary,01/06/2013,North West Leicestershire,139767,office@thringstone.leics.sch.uk,"office@thringstone.leics.sch.uk, office@thringstone.leics.sch.uk, office@thringstone.leics.sch.uk",office@thringstone.leics.sch.uk,True,False
Captains Close Primary School,Academy converter,Found,Saxelby Road,Asfordby,Melton Mowbray,Leicestershire,LE14 3TU,http://www.captains-close.leics.sch.uk,1664812630.0,Mrs,Natalie,Willcock,Headteacher,Does not apply,Mixed,Primary,01/07/2013,Melton and Syston,139845,office@dsatcaptainsclose.org,"office@dsatcaptainsclose.org, office@dsatcaptainsclose.org",,False,False
Gilmorton Chandler Church of England Primary School,Academy converter,Found,Church Lane,Gilmorton,Lutterworth,Leicestershire,LE17 5LU,http://www.gilmortonchandler.leics.sch.uk,1455552343.0,Mr,Adam,Watson,,Church of England,Mixed,Primary,01/07/2013,South Leicestershire,139854,gilmortonchandler@ipat.uk,"gilmortonchandler@ipat.uk, gilmortonchandler@ipat.uk",,True,False
Glenmere Community Primary School,Academy converter,Found,Estoril Avenue,,Wigston,Leicestershire,LE18 3RD,http://www.glenmere.leics.sch.uk,1162882228.0,Mrs,Samantha,Conlon,Headteacher,Does not apply,Mixed,Primary,01/07/2013,"Harborough, Oadby and Wigston",139855,office@glenmere.leics.sch.uk,"office@glenmere.leics.sch.uk, office@glenmere.net, office@glenmere.net",,False,False
Langmoor Primary School Oadby,Academy converter,Found,Kenilworth Drive,Oadby,Leicester,Leicestershire,LE2 5HS,www.langmoor.leics.sch.uk,1162712776.0,Mrs,Helen,Bonser,Headteacher,Does not apply,Mixed,Primary,01/07/2013,"Harborough, Oadby and Wigston",139859,office@langmoor.leics.sch.uk,"office@langmoor.leics.sch.uk, office@langmoor.leics.sch.uk",office@langmoor.leics.sch.uk,True,False
Lubenham All Saints Church of England Primary School,Academy converter,Found,School Lane,Lubenham,Market Harborough,Leicestershire,LE16 9TW,www.lubenham.leics.sch.uk,1858462319.0,Mrs,Heather,White,Headteacher,Church of England,Mixed,Primary,01/07/2013,"Harborough, Oadby and Wigston",139864,office@lub.learnat.uk,"office@lub.learnat.uk, office@lub.learnat.uk",,False,False
Rothley Church of England Primary School,Academy converter,Found,Burrow Drive,Rothley,Leicester,Leicestershire,LE7 7RZ,www.rothley.leics.sch.uk,1162302106.0,Mrs,Kate,Barrs,Headteacher,Church of England,Mixed,Primary,01/07/2013,Mid Leicestershire,139874,admin@rothley.leics.sch.uk,"admin@rothley.leics.sch.uk, admin@rothley.leics.sch.uk, admin@rothley.leics.sch.uk",admin@rothley.leics.sch.uk,True,True
Humberstone Junior School,Academy converter,Found,Main Street,Humberstone,Leicester,Leicestershire,LE5 1AE,www.humberstonejunioracademy.co.uk/,1162767248.0,,Annemarie,Williams,Headteacher,Does not apply,Mixed,Primary,01/08/2013,Leicester East,139983,office@humberstoneacademy.co.uk,"office@humberstoneacademy.co.uk, office@humberstoneacademy.co.uk","Humberstone Junior Academy, Main St, Humberstone, Leicester LE5 1AEoffice@humberstoneacademy.co.uk  ",True,True
Wilbarston Church of England Primary School,Academy converter,Not found,School Lane,Wilbarston,Market Harborough,Leicestershire,LE16 8QN,www.wilbarston.northants.sch.uk/,1536771252.0,,Maria,Hawkes,Headteacher,Church of England,Mixed,Primary,01/09/2013,Kettering,140094,,,,True,False
Old Dalby Church of England Primary School,Academy converter,Found,Longcliff Hill,Old Dalby,Melton Mowbray,Leicestershire,LE14 3JY,www.olddalbyschool.org.uk,1664822455.0,Mrs,Rosemary,Browne,Headteacher,Church of England,Mixed,Primary,01/09/2013,Melton and Syston,140095,office@olddalbyschool.org.uk,office@olddalbyschool.org.uk,,True,True
Sileby Redlands Community Primary School,Academy converter,Found,King Street,Sileby,Loughborough,Leicestershire,LE12 7LZ,http://www.redlands.org.uk,1509812376.0,Mrs,Michelle,Tobin,Executive Headteacher,Does not apply,Mixed,Primary,01/09/2013,Melton and Syston,140101,office@dsatredlands.org,"office@dsatredlands.org, office@dsatredlands.org",,False,False
Hastings High School,Academy converter,Not found,St Catherine's Close,Burbage,Hinckley,Leicestershire,LE10 2QE,http://www.hastings.leics.sch.uk,1455239414.0,Co Headteacher,Stephen Shipman and,Claire Bradley,Headteacher,Does not apply,Mixed,Secondary,01/09/2013,Hinckley and Bosworth,140103,,,,False,False
