name,type,status,street,locality,town,county,postcode,website,phone,head_title,head_first_name,head_last_name,head_job_title,religion,gender,phase,opened_date,constituency,urn,email,has_pupil_premium,has_financial_reports,ofsted_rating,has_send,governors
Hartshorne CofE Primary School,Voluntary controlled school,Open,Main Street,Hartshorne,Swadlincote,Derbyshire,DE11 7ES,www.hartshorne.derbyshire.sch.uk/,1283217423.0,Mrs,Sarah,Layhe-Humphreys,Headteacher,Church of England,Mixed,Primary,,South Derbyshire,112824,enquiries@hartshorne.derbyshire.sch.uk,True,False,,True,
Corfield CofE Infant School,Voluntary controlled school,Open,Thorpes Road,,Heanor,Derbyshire,DE75 7GQ,www.corfield.derbyshire.sch.uk,1773712893.0,Mrs,Louise,McAlavey (Bignall),Headteacher,Church of England,Mixed,Primary,,Amber Valley,112826,info@corfield.derbyshire.sch.uk,True,False,Good,True,
Mundy CofE Junior School,Voluntary controlled school,Open,Lockton Avenue,,Heanor,Derbyshire,DE75 7EQ,http://www.mundyjunior.org,1773713427.0,Miss,Dorothy,Adair,Headteacher,Church of England,Mixed,Primary,,Amber Valley,112829,info@mundy.derbyshire.sch.uk,True,True,,True,
Horsley CofE (Controlled) Primary School,Voluntary controlled school,Open,Church Street,Horsley,DERBY,Derbyshire,DE21 5BR,,1332880782.0,Mr,Richard,Cripps,Headteacher,Church of England,Mixed,Primary,,Amber Valley,112830,admin@horsley.gloucs.sch.uk,,,,False,
Kirk Ireton C of E Primary School,Voluntary controlled school,Open,Main Street,Kirk Ireton,Ashbourne,Derbyshire,DE6 3LD,http://www.kirkiretonprimary.co.uk,1335370351.0,Mr,Peter,Johnston,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112832,kirkireton@thevillagefederation.co.uk,True,False,,False,
Kirk Langley CofE Primary School,Voluntary controlled school,Open,Moor Lane,Kirk Langley,Ashbourne,Derbyshire,DE6 4LQ,http://www.kirklangley.derbyshire.sch.uk,1332824264.0,Mrs,Jayne,Stevenson,Headteacher,Church of England,Mixed,Primary,,Mid Derbyshire,112833,maIm4FOThEiMIBwAWkSB41uebK3b0KN1kQxfTwEP@2xl.jpg,True,False,,True,"Mrs Jayne Stevenson, Mr William Mayes, Mrs Margaret Matthews"
Kniveton CofE Primary School,Voluntary controlled school,Open,Kniveton,,Ashbourne,Derbyshire,DE6 1JJ,www.knivetonprimaryschool.co.uk/,1335342573.0,Mrs,Katy,Popple,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112834,enquiries@kniveton.derbyshire.sch.uk,False,False,,True,Mrs Lucy Redfearn
Mapperley CofE Controlled Primary School,Voluntary controlled school,Open,Mapperley Village,,Ilkeston,Derbyshire,DE7 6BT,www.mapperleycont.derbyshire.sch.uk,1159325386.0,Mr,Richard,Cripps,Headteacher,Church of England,Mixed,Primary,,Amber Valley,112836,enquiries@mapperleycont.derbyshire.sch.uk,False,False,,True,"Mrs Charlie Dean, Mr Chris Gregory, Mrs Lucy Annable"
Cromford Church of England Primary School,Voluntary controlled school,Open,North Street,Cromford,Matlock,Derbyshire,DE4 3RG,http://www.cromfordcofeschool.com/,1629822248.0,Mr,Ian,Wilson,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112840,info@cromford.derbyshire.sch.uk,False,False,,False,
Matlock Bath Holy Trinity CofE Controlled Primary School,Voluntary controlled school,Open,14 Clifton Road,Matlock Bath,Matlock,Derbyshire,DE4 3PW,www.mbhtprimaryschool.org.uk/,1629582862.0,Mr,Chris,Layhe-Humphreys,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112841,info@matlockbath.derbyshire.sch.uk,True,False,,True,
South Darley CofE Primary School,Voluntary controlled school,Open,Cross Green,,Matlock,Derbyshire,DE4 2JT,http://www.southdarley.derbyshire.sch.uk,1629732240.0,Mr,Paul,Wilde,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112842,office@southdarley.derbyshire.sch.uk,True,False,Outstanding,False,
Monyash CofE Primary School,Voluntary controlled school,Open,Church Street,Monyash,Bakewell,Derbyshire,DE45 1JH,www.monyash.derbyshire.sch.uk/,1629812413.0,Mrs,Sharon,Slack,Executive Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112843,enquiries@monyash.derbyshire.sch.uk,True,True,,True,
Netherseal St Peter's CofE (C) Primary School,Voluntary controlled school,Open,Main Street,,Swadlincote,Derbyshire,DE12 8BZ,http://www.netherseal.derbyshire.sch.uk,1283760283.0,Mrs,Melanie,Machell,Headteacher,Church of England,Mixed,Primary,,South Derbyshire,112844,headteacher@netherseal.derbyshire.sch.uk,True,False,Good,True,Mrs Melanie Machell
Norbury CofE Primary School,Voluntary controlled school,Open,Lid Lane,Norbury,Ashbourne,Derbyshire,DE6 2EG,www.norbury.derbyshire.sch.uk/,1335324337.0,Mrs,Sally,Wright,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112845,info@norbury.derbyshire.sch.uk,True,False,,False,
Osmaston CofE (VC) Primary School,Voluntary controlled school,Open,Moor Lane,Osmaston,Ashbourne,Derbyshire,DE6 1LW,www.osmastonschool.com,1335343140.0,Mrs,Jcs,Hart,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112847,info@osmaston.derbyshire.sch.uk,True,True,,True,"Ms Laura Evans, Mrs Anna Wilson, Mrs Elaine Walwyn"
Peak Forest Church of England Voluntary Controlled Primary School,Voluntary controlled school,Open,Hernstone Lane,Peak Forest,Buxton,Derbyshire,SK17 8EJ,https://www.woodlandfederationofpeakdistrictschools.co.uk/,129822074.0,Mrs,Andrea,Tomlinson,Headteacher,Church of England,Mixed,Primary,,High Peak,112848,info@peakforest.derbyshire.sch.uk,False,False,,True,
Ripley St John's Church of England Primary School and Nursery,Voluntary controlled school,Open,Dannah Street,,Ripley,Derbyshire,DE5 3BD,www.st-johns.derbyshire.sch.uk/,1773742457.0,Mr,Christopher,Howarth,Headteacher,Church of England,Mixed,Primary,,Amber Valley,112849,enquiries@st-johns.derbyshire.sch.uk,True,True,,True,
Risley Lower Grammar CE (VC) Primary School,Voluntary controlled school,Open,Derby Road,Risley,Derby,Derbyshire,DE72 3SU,www.risley.derbyshire.sch.uk/,1159397622.0,Mr,Paul,Bridgmount,Headteacher,Church of England,Mixed,Primary,,Erewash,112850,example@gmail.com,True,False,,False,
Rosliston CofE Primary School,Voluntary controlled school,Open,Main Street,Rosliston,Swadlincote,Derbyshire,DE12 8JW,http://www.rosliston.derbyshire.sch.uk,1283761409.0,Mrs,Jodie,Daniels,Headteacher,Church of England,Mixed,Primary,,South Derbyshire,112851,headteacher@rosliston.derbyshire.sch.uk,True,True,,True,"Mrs Caroline Preston, Mrs Kate Nickson, Mr Alistair Tilley"
St Andrew's CofE Primary School,Voluntary controlled school,Open,Station Road,Stanley,Ilkeston,Derbyshire,DE7 6FB,www.st-andrews-pri.derbyshire.sch.uk/,1159324252.0,Mrs,Elizabeth,Stanley-Wainwright,Headteacher,Church of England,Mixed,Primary,,Mid Derbyshire,112854,info@st-andrews-jun.derbyshire.sch.uk,False,False,,True,
Stanton-in-Peak CofE Primary School,Voluntary controlled school,Open,School Lane,Stanton-in-the-Peak,Matlock,Derbyshire,DE4 2LX,www.stantoninpeakschool.co.uk,1629636301.0,Mrs,Alexia,Wyer,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112856,enquiries.stanton@peaktorfederation.co.uk,True,False,,False,
Stoney Middleton CofE (C) Primary School,Voluntary controlled school,Open,High Street,Stoney Middleton,Hope Valley,Derbyshire,S32 4TL,https://www.woodlandfederationofpeakdistrictschools.co.uk/,1433630520.0,Mrs,Andrea,Tomlinson,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112858,enquiries@stoneymiddleton.derbyshire,False,False,,True,
Stretton Handley Church of England Primary School,Voluntary controlled school,Open,Beresford Lane,Woolley Moor,Alfreton,Derbyshire,DE55 6FH,http://www.strettonhandley.derbyshire.sch.uk/,1246590418.0,Mrs,Louise,Nicholson,Headteacher,Church of England,Mixed,Primary,,Bolsover,112859,info@strettonhandley.derbyshire.sch.uk,False,False,,False,Mrs Louise Nicholson
Mugginton CofE Primary School,Voluntary controlled school,Open,Church Lane,Mugginton,Ashbourne,Derbyshire,DE6 4PL,www.muggintonschool.co.uk,1335360261.0,Mr,Joseph,Green,Headteacher,Church of England,Mixed,Primary,,Mid Derbyshire,112862,user@domain.com,True,True,Outstanding,True,
Winster CofE Primary School,Voluntary controlled school,Open,Wensley Road,Winster,Matlock,Derbyshire,DE4 2DH,www.winster.derbyshire.sch.uk/,1629650238.0,Mrs,Sharon,Slack,Executive Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112863,head.teacher@winster.derbyshire.sch.uk,True,True,,True,
Wirksworth CofE Infant School,Voluntary controlled school,Open,Greenway Croft,North End,Matlock,Derbyshire,DE4 4FG,www.wirksworthcofeinfantschool.co.uk,1629822453.0,Mrs,Joanne,Poyser,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112864,admin@wirksworth-inf.derbyshire.sch.uk,True,False,,True,
Crich Carr CofE Primary School,Voluntary controlled school,Open,Main Road,Whatstandwell,Matlock,Derbyshire,DE4 5EF,www.crichcarrprimary.co.uk,1773852070.0,Mr,Ian,Robson,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112866,enquiries@crichcarr.derbyshire.sch.uk,True,False,Outstanding,True,
Crich Church of England Infant School,Voluntary controlled school,Open,Bowns Hill,Crich,Matlock,Derbyshire,DE4 5DG,http://www.crich-inf.derbyshire.sch.uk,1773852165.0,Miss,Julie,Kirk,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112867,enquiries@crich-inf.derbyshire.sch.uk,False,False,,True,
Duke of Norfolk CofE Primary School,Voluntary controlled school,Open,Royle Avenue,,Glossop,Derbyshire,SK13 7RD,http://www.dukenorfolk.co.uk,1457852635.0,Ms,Sophia,Barker,Headteacher,Church of England,Mixed,Primary,,High Peak,112868,info@dukenorfolk.derbyshire.sch.uk,True,False,,True,
St Andrew's CofE Junior School,Voluntary controlled school,Open,Hadfield Road,Hadfield,Glossop,Derbyshire,SK13 2DR,http://www.standrewshadfield.org/,1457852328.0,Mrs,Amanda,Cornwall,Head Teacher,Church of England,Mixed,Primary,,High Peak,112869,info@st-andrews-jun.derbyshire.sch.uk,True,True,,True,
Church Broughton CofE Primary School,Voluntary controlled school,Open,Main Street,Church Broughton,Derby,Derbyshire,DE65 5AS,www.churchbroughton.derbyshire.sch.uk/,1283585301.0,Mr,Andrew,Rudge,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112871,enquiries@churchbroughton.derbyshire.sch.uk,False,False,,True,Mr Andrew Rudge
Taxal and Fernilee CofE Primary School,Voluntary controlled school,Open,Reddish Road,Whaley Bridge,High Peak,Derbyshire,SK23 7DL,http://www.taxalprimary.co.uk,1663733262.0,Ms,Karen,O'Connor,Headteacher,Church of England,Mixed,Primary,,High Peak,112872,enquiries@taxalfernilee.derbyshire.sch.uk,True,False,Good,True,"Mrs Jenny Dalton, Mrs Edwina Thorogood, Mrs Emma Mason"
St John's CofE Primary School and Nursery,Voluntary controlled school,Open,Laund Nook,,Belper,Derbyshire,DE56 1GY,www.stjohnsbelper.co.uk,1773822995.0,Mr,Roger,Averis,Headteacher,Church of England,Mixed,Primary,,Mid Derbyshire,112875,recruitment@st-johnscofe.derbyshire.sch.uk,True,True,,True,
Calow CofE VC Primary School,Voluntary controlled school,Open,North Road,Calow,Chesterfield,Derbyshire,S44 5BD,www.calow.derbyshire.sch.uk,1246274370.0,Mrs,Sarah,Wigfield,Headteacher,Church of England,Mixed,Primary,,Bolsover,112876,info@calow.derbyshire.sch.uk,True,False,Good,True,
Charlesworth Voluntary Controlled Primary School,Voluntary controlled school,Open,Charlesworth Voluntary Controlled Primary School,Long Lane,Glossop,Derbyshire,SK13 5ET,https://www.charlesworthvcprimary.co.uk/,1457853475.0,Mr,Philip,Whiston,Headteacher,Christian/non-denominational,Mixed,Primary,,High Peak,112877,enquiries@charlesworth.derbyshire.sch.uk,True,False,,True,
Carsington and Hopton Primary School,Voluntary aided school,Open,Carsington,,Matlock,Derbyshire,DE4 4DE,www.carsingtonhoptonprimary.co.uk,1629540206.0,Mr,Peter,Johnston,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112878,carsington@thevillagefederation.co.uk,True,False,,False,
Fritchley CofE (Aided) Primary & Nursery School,Voluntary aided school,Open,Church Street,Fritchley,Belper,Derbyshire,DE56 2FQ,https://fritchley.derbyshire.sch.uk/,1773852216.0,Mrs,Rosie,Turner,Headteacher,Church of England,Mixed,Primary,,Amber Valley,112880,enquiries@fritchley.derbyshire.sch.uk,False,False,,False,
Denby Free CofE VA Primary School,Voluntary aided school,Open,Church Street,Denby Village,Ripley,Derbyshire,DE5 8PH,http://www.denbyfree.derbyshire.sch.uk,1332880416.0,Ms,Jen,Clarke,Headteacher,Church of England,Mixed,Primary,,Amber Valley,112881,enquiries@denbyfree.derbyshire.sch.uk,True,True,,True,"Mrs Helen Burgess, Miss Charlotte Hunt"
Fitzherbert CofE (Aided) Primary School,Voluntary aided school,Open,Ashes Lane,Fenny Bentley,Ashbourne,Derbyshire,DE6 1LD,www.fitzherbertprimary.co.uk,1335350362.0,Mr,Peter,Johnston,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112883,fitzherbert@thevillagefederation.co.uk,True,False,,True,
Dinting Church of England Voluntary Aided Primary School,Voluntary aided school,Open,Dinting Vale,,Glossop,Derbyshire,SK13 6NX,http://www.dinting.derbyshire.sch.uk,1457853371.0,Mrs,Lynn,Elliott,Headteacher,Church of England,Mixed,Primary,,High Peak,112884,info@dinting.derbyshire.sch.uk,True,False,,True,
Hathersage St Michael's CofE (Aided) Primary School,Voluntary aided school,Open,School Lane,Hathersage,Hope Valley,Derbyshire,S32 1BZ,http://www.st-michaels.derbyshire.sch.uk,1433650434.0,Ms,Karen,Johnstone,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112885,info@st-michaels.derbyshire.sch.uk,True,False,Outstanding,True,
Litton CofE Primary School,Voluntary aided school,Open,Litton,,Buxton,Derbyshire,SK17 8QU,www.littonprimary.co.uk,1298871449.0,Mrs,Caroline,Hicks,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112886,headteacher@litton.derbyshire.sch.uk,False,False,,False,
Longstone CofE Primary School,Voluntary aided school,Open,The Cross,Main Street,Great Longstone,Derbyshire,DE45 1TZ,www.longstone.derbyshire.sch.uk/,1629640377.0,Mr,Mark,Knight,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112887,enquiries@longstone.derbyshire.sch.uk,False,False,,True,
Bonsall CofE (A) Primary School,Voluntary aided school,Open,Church Street,Bonsall,Matlock,Derbyshire,DE4 2AE,www.bonsall.derbyshire.sch.uk,1629822573.0,Mrs,Rebecca,Smart,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112888,info@bonsall.derbyshire.sch.uk,False,False,,False,
Pilsley CofE Primary School,Voluntary aided school,Open,Pilsley Village,,Bakewell,Derbyshire,DE45 1UF,http://www.pilsleycofe.derbyshire.sch.uk,1246583203.0,Mrs,Emma,Bond,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112891,enquiries@pilsleycofe.derbyshire.sch.uk,False,False,,False,
Taddington and Priestcliffe School,Voluntary aided school,Open,Taddington,,Buxton,Derbyshire,SK17 9TW,www.taddingtonpriestcliffe.derbyshire.sch.uk,129885278.0,Mr,James,Handley,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112892,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,False,False,Good,True,
Weston-on-Trent CofE (VA) Primary School,Voluntary aided school,Open,Forrester Avenue,Weston-on-Trent,Derby,Derbyshire,DE72 2HX,www.westoncofe.derbyshire.sch.uk/,1332700488.0,Mr,Mark,Hibbert,Headteacher,Church of England,Mixed,Primary,,South Derbyshire,112896,info@westoncofe.derbyshire.sch.uk,False,False,,False,
St Mary's Catholic Primary,Voluntary aided school,Open,Cross Street,,Chesterfield,Derbyshire,S40 4ST,www.st-marys.derbyshire.sch.uk/,1246232170.0,Mrs,Nicola,Brown,Headteacher,Roman Catholic,Mixed,Primary,01/01/1900,Chesterfield,112898,info@st-marys.derbyshire.sch.uk,True,False,,True,
St Andrew's CofE Methodist (Aided) Primary School,Voluntary aided school,Open,Pentland Road,Dronfield Woodhouse,Dronfield,Derbyshire,S18 8ZQ,www.st-andrewscofe.derbyshire.sch.uk,1246417243.0,Mr,John,Clapham,Headteacher,Church of England/Methodist,Mixed,Primary,,North East Derbyshire,112913,info@st-andrewscofe.derbyshire.sch.uk,True,False,,True,
St James' Church of England Aided Infant School,Voluntary aided school,Open,Leonard Street,,Derby,Derbyshire,DE23 8EG,www.stjamesinfants.derby.sch.uk,1332854984.0,Ms,Luisa,Pancisi,Interim Executive Headteacher,Church of England,Mixed,Primary,,Derby South,112915,admin@stjames.derby.sch.uk,True,True,Good,False,
Tintwistle CofE (Aided) Primary School,Voluntary aided school,Open,South Close,Tintwistle,Glossop,Derbyshire,SK13 1LY,http://tintwistle.eschools.co.uk/website,1457852611.0,Mr,Michael,Mulhall,Headteacher,Church of England,Mixed,Primary,,High Peak,112923,info@tintwistle.derbyshire.sch.uk,False,False,,False,
"Youlgrave, All Saints' CofE (VA) Primary School",Voluntary aided school,Open,Alport Lane,Youlgrave,Bakewell,Derbyshire,DE45 1WN,www.youlgraveallsaints.co.uk,1629636289.0,Ms,Teresa,Nicholls,Headteacher,Church of England,Mixed,Primary,,Derbyshire Dales,112924,enquiries@youlgrave-allsaints.derbyshire.sch.uk,False,False,Outstanding,True,
Chapel-en-le-Frith High School,Community school,Open,Long Lane,Chapel-en-le-Frith,High Peak,Derbyshire,SK23 0TQ,www.chapelhigh.org.uk,1298813118.0,Mr,Simon,Grieves,Headteacher,Does not apply,Mixed,Secondary,,High Peak,112932,enquiries@chapelhigh.org.uk,False,False,,True,
New Mills School,Community school,Open,Church Lane,New Mills,High Peak,Derbyshire,SK22 4NR,http://www.newmillsschool.co.uk/,1663743284.0,Mrs,Heather,Watts,Headteacher,Does not apply,Mixed,Secondary,,High Peak,112936,enquiries@newmillsschool.co.uk,True,False,Outstanding,True,
Tibshelf Community School,Community school,Open,Doe Hill Lane,Tibshelf,Alfreton,Derbyshire,DE55 5LZ,http://www.tibshelf.derbyshire.sch.uk,1773872391.0,Mrs,Lucie,Wainwright,Headteacher,Does not apply,Mixed,Secondary,,Bolsover,112949,info@tibshelf.derbyshire.sch.uk,False,False,,True,
The Bemrose School,Foundation school,Open,Uttoxeter New Road,,Derby,Derbyshire,DE22 3HU,http://www.bemrose.derby.sch.uk/,1332366711.0,Mr,Neil,Wilkinson,Headteacher,,Mixed,All-through,,Derby North,112951,admin@bemrose.derby.sch.uk,True,False,Good,False,"Mr Neil Wilkinson, Mr Jason Pass, Mr James Dachtler"
Littleover Community School,Community school,Open,Pastures Hill,Littleover,Derby,Derbyshire,DE23 4BZ,http://www.littleover.derby.sch.uk,1332513219.0,Mr,Jon,Wilding,Headteacher,Does not apply,Mixed,Secondary,,Derby North,112956,admin@littleover.derby.sch.uk,False,False,Outstanding,True,
Whittington Green School,Community school,Open,High Street,Old Whittington,Chesterfield,Derbyshire,S41 9LG,www.wgs.derbyshire.sch.uk,1246450825.0,Mrs,Tracey,Burnside,Headteacher,Does not apply,Mixed,Secondary,,North East Derbyshire,112958,info@wgs.derbyshire.sch.uk,False,False,,False,
Dronfield Henry Fanshawe School,Voluntary controlled school,Open,Green Lane,,Dronfield,Derbyshire,S18 2FZ,http://www.dronfield.derbyshire.sch.uk,1246412372.0,Mr,Martyn,Cooper,Headteacher,,Mixed,Secondary,,North East Derbyshire,112969,admin@dhfs.uk,True,False,,False,"Mr Richard Gilson, Mr Matthew Lilleyman, Mrs Christine Smith"
Belmont Primary School,Foundation school,Open,Belmont Street,Swadlincote,,Derbyshire,DE11 8JZ,http://www.belmont.derbyshire.sch.uk,1283217782.0,Mrs,Julie,Fern Wright,Headteacher,,Mixed,Primary,,South Derbyshire,112974,info@belmont.derbyshire.sch.uk,False,True,,True,
Repton Primary School,Community school,Open,Springfield Road,Repton,Derby,Derbyshire,DE65 6GN,www.repton-pri.derbyshire.sch.uk,1283703732.0,Mr,Steve,Tague,Headteacher,Does not apply,Mixed,Primary,,South Derbyshire,112976,info@repton-pri.derbyshire.sch.uk,True,True,,True,Mrs Shaw Covering
Linton Primary School,Foundation school,Open,Main Street,Linton,Swadlincote,Derbyshire,DE12 6QA,http://www.lintonprimary.co.uk/,1283760382.0,Ms,Catherine,Hollis,Headteacher,,Mixed,Primary,,South Derbyshire,112978,enquiries@linton.derbyshire.sch.uk,True,True,,True,
The Curzon CofE Primary School,Voluntary aided school,Open,Church Road,Quarndon,Derby,Derbyshire,DE22 5JA,www.curzon.derbyshire.sch.uk,1332550172.0,Mrs,Amanda,Fletcher,Headteacher,Church of England,Mixed,Primary,,Mid Derbyshire,112981,safeguarding@curzon.derbyshire.sch.uk,False,False,,False,
Fairmeadows Foundation Primary School,Foundation school,Open,Fairfield Crescent,Newhall,Swadlincote,Derbyshire,DE11 0SW,http://www.fairmeadows.net,1283211019.0,Mr,Andrew,Reeves,Headteacher,,Mixed,Primary,,South Derbyshire,112982,info@fairmeadows.derbyshire.sch.uk,False,False,,False,
Shelton Junior School,Foundation school,Open,"Shelton Junior School, Carlton Avenue",Shelton Lock,Derby,Derbyshire,DE24 9EJ,http://www.sheltonj.derby.sch.uk,1332701212.0,Mr,Jon,Bacon,Headteacher,,Mixed,Primary,,Derby South,112983,admin@sheltonj.derby.sch.uk,True,False,,True,Ms Karen Phillips
Belper School and Sixth Form Centre,Foundation school,Open,John O'Gaunts Way,,Belper,Derbyshire,DE56 0DA,http://www.belperschool.co.uk,1773825281.0,Ms,Matilde,Warden,Headteacher,,Mixed,Secondary,,Mid Derbyshire,112989,belperschool@belperschool.co.uk,True,False,,True,
Murray Park Community School,Foundation school,Open,Murray Road,Mickleover,Derby,Derbyshire,DE3 9LL,http://www.murraypark.derby.sch.uk,1332515921.0,Mrs,Nicola,Caley,Acting Headteacher,,Mixed,Secondary,,Derby North,112991,info@murraypark.derby.sch.uk,True,False,Good,True,
Lady Manners School,Foundation school,Open,Shutts Lane,,Bakewell,Derbyshire,DE45 1JA,www.ladymanners.derbyshire.sch.uk,1629812671.0,Mr,Gary,Peat,Headteacher,,Mixed,Secondary,,Derbyshire Dales,112996,info@ladymanners.derbyshire.sch.uk,True,False,Outstanding,True,
Brackenfield Special School,Community special school,Open,Bracken Road,Long Eaton,Nottingham,Derbyshire,NG10 4DA,www.brackenfield.derbyshire.sch.uk,1159733710.0,Mrs,Trish,Turner,Headteacher,Does not apply,Mixed,Not applicable,,Erewash,113031,Enquiries@brackenfield.derbyshire.sch.uk,False,False,,True,
Swanwick School and Sports College,Community special school,Open,Hayes Lane,Swanwick,Alfreton,Derbyshire,DE55 1AR,www.swanwicksportscollege.co.uk,1773602198.0,Co Headteacher,Chris Greenhough,Danielle England,Headteacher,Does not apply,Mixed,Not applicable,,Amber Valley,113033,info@swanwicksportscollege.derbyshire.sch.uk,True,False,,True,
Alfreton Park Community Special School,Community special school,Open,Alfreton Park,Wingfield Road,Alfreton,Derbyshire,DE55 7AL,,1773483330.0,Ms,Josie,O' Donnell,Headteacher,Does not apply,Mixed,Not applicable,,Amber Valley,113040,info@alfretonpark.derbyshire.sch.uk,,,,False,
Moira Primary School,Community school,Open,Blackfordby Lane,Moira,Swadlincote,Derbyshire,DE12 6EX,www.moira.leics.sch.uk,1283217450.0,Mrs,Vicky,Santy,Headteacher,Does not apply,Mixed,Primary,,North West Leicestershire,119906,office@moira.leics.sch.uk,True,False,,True,
Hemington Primary School,Community school,Open,Main Street,Hemington,Derby,Derbyshire,DE74 2RB,www.hemington.leics.sch.uk,1332810447.0,Mrs,Andrea Reay/,Lucy Timbrell,Headteacher,Does not apply,Mixed,Primary,,North West Leicestershire,119934,office@hemington.leics.sch.uk,True,True,,True,"Mrs Andrea Reay, Miss Lucy Timbrell, Mrs Andrea Reay"
St Hardulph's Church of England Primary School,Voluntary controlled school,Open,Main Street,Breedon-on-the-Hill,Derby,Derbyshire,DE73 8AN,www.st-hardulphs.leics.sch.uk,1332862572.0,Mrs,Kelly,Ellis,Headteacher,Church of England,Mixed,Primary,,North West Leicestershire,120119,office@st-hardulphs.leics.sch.uk,True,False,,True,
St Edward's Church of England Primary School,Voluntary controlled school,Open,Dovecote,Castle Donington,Derby,Derbyshire,DE74 2LH,www.stedwards-cd.leics.sch.uk,1332810231.0,Mrs,Rachel,Lacey,Headteacher,Church of England,Mixed,Primary,,North West Leicestershire,120122,office@stedwards-cd.leics.sch.uk,False,False,Outstanding,True,"Mrs April Sly, Mr David Wiltshire, Mrs Rachel Lacey"
Diseworth Church of England Primary School,Voluntary controlled school,Open,Grimesgate,Diseworth,Derby,Derbyshire,DE74 2QD,http://www.diseworthprimary.co.uk,1332810208.0,Mrs,Lynne,Heath,Headteacher,Church of England,Mixed,Primary,,North West Leicestershire,120127,example@gmail.com,True,False,,True,
Sir John Moore Church of England Primary School,Voluntary aided school,Open,101 Top Street,Appleby Magna,Swadlincote,Derbyshire,DE12 7AH,www.sirjohnmoore.co.uk,1530270330.0,Mr,Daniel,Wright,Headteacher,Church of England,Mixed,Primary,,Hinckley and Bosworth,120192,office@sjm.org,False,False,,False,
St Bartholomew's CofE (C) School,Voluntary controlled school,Open,Buxton Road,Longnor,Buxton,Derbyshire,SK17 0NZ,www.st-bartholomews-longnor.org.uk/,129883233.0,Mrs,L,Brayford,Headteacher,Church of England,Mixed,Primary,,Staffordshire Moorlands,124261,headteacher@stbartsleeds.org.uk,True,False,,True,
Ilam CofE (VA) Primary School,Voluntary aided school,Open,Ilam,,Ashbourne,Derbyshire,DE6 2AZ,www.ilam.staffs.sch.uk/,1335350316.0,Miss,Emily,Johnson,Headteacher,Church of England,Mixed,Primary,01/01/1900,Staffordshire Moorlands,124337,office@ilam.staffs.sch.uk,True,False,,True,
Codnor Community Primary School Church of England Controlled,Voluntary controlled school,Open,Whitegates,Codnor,Ripley,Derbyshire,DE5 9QD,www.codnor.derbyshire.sch.uk,1773742537.0,Mr,James,Blake,Headteacher,Church of England,Mixed,Primary,01/09/1997,Amber Valley,131156,info@codnor.derbyshire.sch.uk,True,True,Good,True,
Holly House Special School,Community special school,Open,Church Street North,Old Whittington,Chesterfield,Derbyshire,S41 9QR,www.hollyhouse.derbyshire.sch.uk,1246450530.0,Mr,Marc,Hughes,Headteacher,Does not apply,Mixed,Not applicable,01/09/1997,Chesterfield,131322,info@hollyhouse.derbyshire.sch.uk,True,False,,True,
Roe Farm Primary School,Community school,Open,Worcester Crescent,Chaddesden,Derby,Derbyshire,DE21 4HG,www.roefarmprimary.co.uk,1332346310.0,Mr,Helen Weston & Matthew Dodson,Co head teachers,Headteacher,Does not apply,Mixed,Primary,01/09/1997,Derby North,131401,admin@roefarm.derby.sch.uk,True,False,Good,True,
Ashgate Primary School,Community school,Open,Ashbourne Road,,Derby,Derbyshire,DE22 3FS,www.ashgate.derby.sch.uk,1332343928.0,Mr,Peter,Seargent,Headteacher,Does not apply,Mixed,Primary,01/09/1999,Derby North,131685,admin@ashgate.derby.sch.uk,True,True,Good,True,
Parkview Primary School,Community school,Open,Springwood Drive,Oakwood,Derby.,Derbyshire,DE21 2RQ,http://www.parkview-sch.co.uk,1332835439.0,Miss,Marie,Jarvis,Headteacher,Does not apply,Mixed,Primary,01/09/1999,Mid Derbyshire,131799,admin@parkview.derby.sch.uk,False,False,,False,
